,level_0,index,date,open,high,low,close,volume,ema10,ema20,ema50,ema100,ema200,upper,lower,signal
22667,22667,22667,2022-08-25 02:45:00,21548.75000000,21549.65000000,21512.75000000,21526.96000000,1089.69342000,21524.41892615996,21528.776081199212,21541.27670003269,21510.221390524533,21462.32489108399,21682.96208217098,21369.207988010694,
22668,22668,22668,2022-08-25 03:00:00,21527.96000000,21577.21000000,21484.02000000,21577.01000000,1511.91148000,21533.98093958542,21533.369787751668,21542.678005913764,21511.54393724682,21463.466036446338,21687.55483391712,21373.800739756833,
22669,22669,22669,2022-08-25 03:15:00,21577.01000000,21600.03000000,21510.11000000,21527.63000000,1219.33486000,21532.82622329716,21532.823141299126,21542.087888034792,21511.862473142923,21464.104483844883,21692.502717681586,21378.7486235213,
22670,22670,22670,2022-08-25 03:30:00,21527.63000000,21533.00000000,21427.00000000,21477.48000000,1836.41701000,21522.763273606768,21527.552365937303,21539.554245366762,21511.181632090585,21464.237573557868,21697.83709437355,21384.083000213264,
22671,22671,22671,2022-08-25 03:45:00,21477.48000000,21486.00000000,21448.11000000,21468.93000000,1121.45474000,21512.975405678262,21521.969283467082,21536.78466711709,21510.34496610859,21464.284264368238,21703.59688216885,21389.842788008566,
22672,22672,22672,2022-08-25 04:00:00,21468.12000000,21539.01000000,21461.53000000,21528.51000000,1154.30213000,21515.79987737312,21522.59220885117,21536.460170367398,21510.70466975,21464.923326414326,21709.819895636356,21396.06580147607,
22673,22673,22673,2022-08-25 04:15:00,21528.51000000,21534.67000000,21500.73000000,21525.98000000,843.23849000,21517.650808759823,21522.91485562725,21536.04918329417,21511.00715153713,21465.53085550473,21716.534419692023,21402.780325531738,
22674,22674,22674,2022-08-25 04:30:00,21525.98000000,21563.80000000,21517.20000000,21532.19000000,981.60999000,21520.29429807622,21523.798202710368,21535.89784277283,21511.42661388293,21466.194130574335,21723.751778848873,21409.997684688587,
22675,22675,22675,2022-08-25 04:45:00,21532.19000000,21545.84000000,21515.43000000,21540.79000000,930.97146000,21524.02078933509,21525.416469118903,21536.089692075857,21512.008067073366,21466.936378031307,21731.46054269283,21417.706448532543,
22676,22676,22676,2022-08-25 05:00:00,21540.08000000,21562.81000000,21529.95000000,21548.72000000,1020.43230000,21528.51155491053,21527.635853012343,21536.58499826896,21512.73503604221,21467.75014541408,21739.622841107564,21425.86874694728,
22677,22677,22677,2022-08-25 05:15:00,21548.32000000,21559.95000000,21523.42000000,21532.25000000,852.28064000,21529.19127219952,21528.0752955826,21536.414998336848,21513.121470972066,21468.39193501195,21748.173063703183,21434.418969542898,
22678,22678,22678,2022-08-25 05:30:00,21532.25000000,21536.00000000,21492.13000000,21534.85000000,944.87506000,21530.220131799608,21528.720505527115,21536.35362585305,21513.551738873608,21469.05320929044,21757.019004465896,21443.26491030561,
22679,22679,22679,2022-08-25 05:45:00,21533.79000000,21591.60000000,21530.00000000,21559.17000000,1362.60024000,21535.48374419968,21531.620457381672,21537.24838562352,21514.4550707771,21469.949893775112,21766.045302193335,21452.29120803305,
22680,22680,22680,2022-08-25 06:00:00,21559.17000000,21598.43000000,21550.00000000,21596.94000000,1187.48975000,21546.657608890644,21537.84136620247,21539.589233246126,21516.08843571221,21471.213476921628,21775.118836369176,21461.36474220889,
22681,22681,22681,2022-08-25 06:15:00,21597.99000000,21748.69000000,21591.00000000,21646.79000000,4865.60003000,21564.86349818325,21548.21742656414,21543.793184883536,21518.676585500085,21472.96050700201,21784.095581694455,21470.34148753417,
22682,22682,22682,2022-08-25 06:30:00,21647.32000000,21722.00000000,21645.00000000,21711.22000000,3003.13807000,21591.47377124084,21563.74148117708,21550.358942339084,21522.489326381274,21475.331248225873,21792.828314927145,21479.07422076686,
22683,22683,22683,2022-08-25 06:45:00,21710.28000000,21734.07000000,21673.00000000,21692.19000000,2350.34410000,21609.785812833412,21575.97467344593,21555.920944600297,21525.84973575986,21477.48904675099,21801.17451383882,21487.420419678536,
22684,22684,22684,2022-08-25 07:00:00,21692.19000000,21759.99000000,21672.19000000,21735.76000000,2560.44355000,21632.690210500063,21591.192323593936,21562.973456576758,21530.006374655706,21480.058906982325,21809.00379426226,21495.249700101973,
22685,22685,22685,2022-08-25 07:15:00,21737.16000000,21755.82000000,21695.00000000,21714.01000000,2254.16799000,21647.47562677278,21602.88924515642,21568.896458279632,21533.65001080114,21482.386778554643,21816.204296293,21502.450202132713,
22686,22686,22686,2022-08-25 07:30:00,21714.01000000,21752.88000000,21684.17000000,21724.57000000,1825.77135000,21661.492785541363,21614.47788847486,21575.00130305298,21537.430604646663,21484.796561852607,21822.687547875106,21508.93345371482,
22687,22687,22687,2022-08-25 07:45:00,21725.41000000,21762.00000000,21715.50000000,21743.29000000,1583.64589000,21676.36500635202,21626.74570862011,21581.600859796003,21541.507028317024,21487.368635864026,21828.391490935406,21514.63739677512,
22688,22688,22688,2022-08-25 08:00:00,21744.22000000,21819.88000000,21737.96000000,21753.82000000,3518.04021000,21690.447732469835,21638.84802208486,21588.354551568707,21545.711245578073,21490.019893218614,21833.28153519821,21519.527441037924,
22689,22689,22689,2022-08-25 08:15:00,21753.82000000,21761.22000000,21700.58000000,21730.58000000,2485.40121000,21697.74450838441,21647.584400933923,21593.93202013464,21549.372012992368,21492.413526121913,21837.349688453152,21523.595594292867,
22690,22690,22690,2022-08-25 08:30:00,21729.19000000,21741.04000000,21700.00000000,21707.44000000,1979.18672000,21699.50732504179,21653.28493417831,21598.383313462695,21552.502072141033,21494.553093026174,21840.611979707865,21526.85788554758,
22691,22691,22691,2022-08-25 08:45:00,21707.43000000,21723.83000000,21678.00000000,21686.64000000,1820.20461000,21697.16781139783,21656.46160711371,21601.84435999357,21555.1582687323,21496.464405533377,21843.104525914063,21529.350431753777,
22692,22692,22692,2022-08-25 09:00:00,21687.35000000,21710.68000000,21659.73000000,21673.39000000,1917.69824000,21692.84457296186,21658.073835007643,21604.65007136637,21557.49949113364,21498.224859209662,21844.878680961523,21531.124586801237,
22693,22693,22693,2022-08-25 09:15:00,21673.39000000,21693.00000000,21649.70000000,21653.50000000,1726.16095000,21685.69101424152,21657.638231673584,21606.5657548422,21559.40049130921,21499.76988548618,21845.995740832273,21532.241646671988,
22694,22694,22694,2022-08-25 09:30:00,21654.97000000,21693.84000000,21632.71000000,21687.60000000,2100.14521000,21686.038102561244,21660.491733418956,21609.743568377802,21561.9390954417,21501.638841849504,21846.52166173837,21532.767567578085,
22695,22695,22695,2022-08-25 09:45:00,21687.60000000,21723.70000000,21661.26000000,21705.62000000,1823.67800000,21689.598447550106,21664.78966356953,21613.503428441418,21564.784261868597,21503.668505114685,21846.52218610091,21532.768091940623,
22696,22696,22696,2022-08-25 10:00:00,21706.99000000,21717.09000000,21670.83000000,21711.24000000,1631.29383000,21693.533275268266,21669.213505134336,21617.336235169205,21567.684375494962,21505.733893123495,21846.058677230532,21532.304583070247,
22697,22697,22697,2022-08-25 10:15:00,21711.24000000,21721.38000000,21685.00000000,21710.83000000,1177.18525000,21696.678134310398,21673.176980835826,21621.002657319434,21570.51894231684,21507.77465040585,21845.18485374031,21531.430759580024,
22698,22698,22698,2022-08-25 10:30:00,21711.22000000,21716.46000000,21685.02000000,21703.72000000,1378.31102000,21697.958473526687,21676.085839803844,21624.246474679454,21573.156587023437,21509.724355376937,21843.944505927466,21530.19041176718,
22699,22699,22699,2022-08-25 10:45:00,21705.08000000,21705.09000000,21611.22000000,21620.02000000,2172.20579000,21683.78784197638,21670.746236013,21624.080730574377,21574.084575399207,21510.821824477665,21842.37018343594,21528.616089275656,
22700,22700,22700,2022-08-25 11:00:00,21621.07000000,21704.00000000,21612.82000000,21699.17000000,1847.73512000,21686.584597980673,21673.45326115462,21627.025407806756,21576.561514500212,21512.695935676897,21840.482776951903,21526.728682791618,
22701,22701,22701,2022-08-25 11:15:00,21700.35000000,21729.29000000,21668.07000000,21711.19000000,2018.59953000,21691.05830743873,21677.04723628275,21630.325980049627,21579.22742510417,21514.671000993545,21838.291881138844,21524.53778697856,
22702,22702,22702,2022-08-25 11:30:00,21711.19000000,21717.49000000,21681.22000000,21694.82000000,1700.59113000,21691.742251540774,21678.739880446297,21632.855157302583,21581.516386983298,21516.463528346845,21835.796819814925,21522.04272565464,
22703,22703,22703,2022-08-25 11:45:00,21694.11000000,21740.47000000,21683.00000000,21720.31000000,1817.72360000,21696.93638762427,21682.698939451413,21636.28475897699,21584.26477535987,21518.49185144787,21832.98823019652,21519.234136036233,
22704,22704,22704,2022-08-25 12:00:00,21720.31000000,21779.00000000,21692.81000000,21694.45000000,2681.94084000,21696.48431714713,21683.818088075088,21638.56574882103,21586.446660996306,21520.24267879665,21829.85012959808,21516.096035437793,
22705,22705,22705,2022-08-25 12:15:00,21694.45000000,21696.69000000,21640.00000000,21668.19000000,2566.76440000,21691.33989584765,21682.329698734604,21639.727484161383,21588.065340976576,21521.714791445444,21826.362412472146,21512.60831831186,
22706,22706,22706,2022-08-25 12:30:00,21668.19000000,21736.69000000,21625.53000000,21667.98000000,3405.72491000,21687.092642057167,21680.96306075988,21640.835425958976,21589.647809472088,21523.170166654945,21822.503736475668,21508.749642315383,
22707,22707,22707,2022-08-25 12:45:00,21667.98000000,21695.34000000,21640.48000000,21675.19000000,1633.57680000,21684.9285253195,21680.413245449414,21642.182664156666,21591.341714235015,21524.682801812607,21818.25474546792,21504.500651307633,
22708,22708,22708,2022-08-25 13:00:00,21675.19000000,21675.40000000,21578.00000000,21622.57000000,2350.04800000,21673.590611625048,21674.904364930422,21641.41354007209,21591.960096131348,21525.656803784623,21813.601542670196,21499.84744850991,
22709,22709,22709,2022-08-25 13:15:00,21624.21000000,21651.42000000,21571.55000000,21628.50000000,2187.87628000,21665.39231860231,21670.484901603715,21640.907126735932,21592.683658584192,21526.68011916985,21808.539272698355,21494.78517853807,
22710,22710,22710,2022-08-25 13:30:00,21628.50000000,21654.02000000,21590.95000000,21614.72000000,3293.32994000,21656.179169765528,21665.173958593838,21639.880180589425,21593.120021780545,21527.556137884578,21803.07560672252,21489.321512562234,
22711,22711,22711,2022-08-25 13:45:00,21616.31000000,21741.22000000,21608.69000000,21706.70000000,3063.14161000,21665.3647752627,21669.12881968014,21642.50056566435,21595.36913026014,21529.338663875777,21797.233864663634,21483.47977050335,
22712,22712,22712,2022-08-25 14:00:00,21706.70000000,21757.00000000,21665.33000000,21691.83000000,2669.74409000,21670.176634305848,21671.29083685346,21644.435053285357,21597.279246492613,21530.955493090943,21791.055467595605,21477.30137343532,
22713,22713,22713,2022-08-25 14:15:00,21690.37000000,21729.40000000,21656.00000000,21692.46000000,1969.94823000,21674.22815534115,21673.306947629317,21646.318384529066,21599.1640138888,21532.56250310994,21784.60140619939,21470.847312039103,
22714,22714,22714,2022-08-25 14:30:00,21691.48000000,21762.20000000,21691.47000000,21732.76000000,2399.30404000,21684.870308915484,21678.969143093193,21649.70825180244,21601.809478960306,21534.55451800437,21777.95244634918,21464.198352188894,
22715,22715,22715,2022-08-25 14:45:00,21732.61000000,21747.99000000,21645.01000000,21657.95000000,2108.65185000,21679.975707294485,21676.96731994146,21650.03145761411,21602.92117244624,21535.78233374562,21771.20787295,21457.453778789713,
22716,22716,22716,2022-08-25 15:00:00,21657.95000000,21670.11000000,21625.01000000,21630.58000000,2112.28585000,21670.99466960458,21672.549479947036,21649.268655354732,21603.468872001762,21536.725594106363,21764.482692362846,21450.72859820256,
22717,22717,22717,2022-08-25 15:15:00,21629.34000000,21636.32000000,21483.38000000,21538.00000000,4082.82475000,21646.813820585565,21659.735243761603,21644.905178674155,21602.172458694793,21536.73827476202,21757.903359153428,21444.149264993142,
22718,22718,22718,2022-08-25 15:30:00,21538.00000000,21586.56000000,21521.56000000,21571.76000000,2388.62462000,21633.16767138819,21651.35664911764,21642.036740294774,21601.570231789945,21537.086749640013,21751.60224604695,21437.848151886665,
22719,22719,22719,2022-08-25 15:45:00,21570.91000000,21592.79000000,21531.39000000,21565.12000000,1724.48234000,21620.795367499424,21643.14363491596,21639.020397538116,21600.848445021828,21537.36568745454,21745.71121600555,21431.957121845266,
22720,22720,22720,2022-08-25 16:00:00,21563.92000000,21588.31000000,21505.00000000,21510.70000000,1927.40397000,21600.778027954075,21630.529955400154,21633.988225085643,21599.063327298623,21537.100357231113,21740.35476249974,21426.600668339455,
22721,22721,22721,2022-08-25 16:15:00,21512.06000000,21562.57000000,21481.26000000,21540.94000000,2563.86400000,21589.898386507877,21621.997578695376,21630.339275082286,21597.912370322414,21537.1385626318,21735.643243002207,21421.88914884192,
22722,22722,22722,2022-08-25 16:30:00,21540.83000000,21553.41000000,21492.98000000,21518.27000000,1610.03723000,21576.875043506443,21612.118761676767,21625.94440154965,21596.335293682365,21536.95081573994,21731.666733166825,21417.91263900654,
22723,22723,22723,2022-08-25 16:45:00,21518.27000000,21519.72000000,21422.43000000,21445.00000000,2948.20007000,21552.897762868906,21596.202689136124,21618.84854266535,21593.338555193604,21536.03588224999,21728.489975004642,21414.735880844357,
22724,22724,22724,2022-08-25 17:00:00,21445.00000000,21495.61000000,21430.00000000,21462.95000000,2256.54629000,21536.543624165468,21583.511956837443,21612.734874325535,21590.756603605612,21535.308659541035,21726.14878962833,21412.394695468043,
22725,22725,22725,2022-08-25 17:15:00,21464.12000000,21532.55000000,21459.48000000,21528.53000000,1821.49802000,21535.086601589926,21578.27557999578,21609.4327223912,21589.524393633223,21535.24121019237,21724.64818826841,21410.894094108124,
22726,22726,22726,2022-08-25 17:30:00,21528.53000000,21599.90000000,21525.00000000,21569.90000000,2402.16328000,21541.416310391756,21577.477905710468,21607.88241955233,21589.1357917791,21535.586073772545,21723.96226259618,21410.208168435893,
22727,22727,22727,2022-08-25 17:45:00,21569.90000000,21586.82000000,21533.06000000,21571.16000000,1392.94185000,21546.82425395689,21576.87620040471,21606.442324667925,21588.779835506248,21535.940043187744,21724.035786014247,21410.28169185396,
22728,22728,22728,2022-08-25 18:00:00,21572.44000000,21589.91000000,21530.14000000,21558.82000000,1748.10419000,21549.005298691998,21575.15656227093,21604.574782524087,21588.186571436818,21536.16770444956,21724.787328399303,21411.033234239017,
22729,22729,22729,2022-08-25 18:15:00,21558.93000000,21564.23000000,21520.00000000,21562.10000000,1238.05573000,21551.38615347527,21573.91308014989,21602.909104778046,21587.670005665794,21536.42573724111,21726.113590175428,21412.359496015142,
22730,22730,22730,2022-08-25 18:30:00,21562.10000000,21569.94000000,21533.53000000,21545.13000000,1108.64267000,21550.24867102522,21571.17183442133,21600.64325753185,21586.827629315976,21536.5123468208,21727.89460407975,21414.140509919464,
22731,22731,22731,2022-08-25 18:45:00,21545.38000000,21549.17000000,21496.67000000,21539.70000000,1299.19774000,21548.330730838814,21568.174516857394,21598.253325863934,21585.894408933484,21536.544064762882,21729.99943501057,21416.245340850284,
22732,22732,22732,2022-08-25 19:00:00,21540.54000000,21560.70000000,21510.36000000,21558.17000000,1027.01292000,21550.119688868122,21567.22170572812,21596.681430732016,21585.34541073678,21536.75924819808,21732.292025132705,21418.53793097242,
22733,22733,22733,2022-08-25 19:15:00,21558.17000000,21627.93000000,21537.00000000,21614.30000000,1714.51771000,21561.788836346645,21571.705352801633,21597.372355017036,21585.91876894001,21537.53079796725,21734.63687447353,21420.882780313244,
22734,22734,22734,2022-08-25 19:30:00,21613.28000000,21646.27000000,21591.23000000,21644.69000000,1224.14391000,21576.86177519271,21578.65627158243,21599.227948937936,21587.082555693672,21538.597058683994,21736.904306302564,21423.150212142278,
22735,22735,22735,2022-08-25 19:45:00,21644.69000000,21646.27000000,21582.00000000,21605.20000000,1511.48993000,21582.014179703125,21581.184245717435,21599.462147018803,21587.441316967062,21539.259774517985,21738.975131432173,21425.221037271887,
22736,22736,22736,2022-08-25 20:00:00,21607.25000000,21616.81000000,21570.74000000,21577.36000000,1296.93450000,21581.167965211647,21580.820031839587,21598.595396155324,21587.24168692811,21539.6388812392,21740.744587544337,21426.99049338405,
22737,22737,22737,2022-08-25 20:15:00,21578.10000000,21600.00000000,21551.72000000,21571.95000000,1002.04994000,21579.4919715368,21579.975266902482,21597.550478659035,21586.938881246366,21539.960384908463,21742.125482552103,21428.371388391817,
22738,22738,22738,2022-08-25 20:30:00,21571.95000000,21658.00000000,21560.71000000,21632.22000000,1290.13170000,21589.078885802835,21584.950955768916,21598.91006773123,21587.83553706327,21540.87839102878,21743.05051148745,21429.296417327165,
22739,22739,22739,2022-08-25 20:45:00,21632.22000000,21672.00000000,21630.07000000,21646.11000000,1802.90986000,21599.448179293227,21590.77562664807,21600.76104546726,21588.989486824394,21541.925471715058,21743.473743761522,21429.719649601237,
22740,22740,22740,2022-08-25 21:00:00,21646.11000000,21685.00000000,21611.49000000,21627.83000000,1129.25555000,21604.60851033082,21594.304614586348,21601.822573095997,21589.75860589718,21542.78024314078,21743.371293322452,21429.617199162167,
22741,22741,22741,2022-08-25 21:15:00,21627.56000000,21647.00000000,21611.89000000,21641.61000000,668.88389000,21611.336053907035,21598.80988938765,21603.382864347135,21590.785366176446,21543.763623806048,21742.741191186244,21428.987097025958,
22742,22742,22742,2022-08-25 21:30:00,21641.61000000,21646.76000000,21591.14000000,21610.00000000,469.77822000,21611.093135014846,21599.87561420787,21603.642359862934,21591.16585397493,21544.42269222589,21741.60248183438,21427.848387674094,
22743,22743,22743,2022-08-25 21:45:00,21609.98000000,21614.57000000,21561.48000000,21583.00000000,596.89528000,21605.985292284873,21598.26841285474,21602.832855554585,21591.004153896218,21544.80654603459,21739.993566144567,21426.23947198428,
22744,22744,22744,2022-08-25 22:00:00,21583.01000000,21607.42000000,21540.24000000,21579.58000000,1221.52532000,21601.18433005126,21596.48856401143,21601.92097886617,21590.777933026984,21545.15255055166,21737.969817764715,21424.21572360443,
22745,22745,22745,2022-08-25 22:15:00,21579.58000000,21597.55000000,21561.88000000,21582.09000000,797.63397000,21597.712633678304,21595.11727220082,21601.143293420435,21590.605894749224,21545.520087362092,21735.600510528828,21421.846416368542,
22746,22746,22746,2022-08-25 22:30:00,21582.09000000,21626.19000000,21567.14000000,21606.46000000,992.89018000,21599.30306391861,21596.19753199122,21601.351791717676,21590.919837427457,21546.12645465202,21732.965114094284,21419.211019934,
22747,22747,22747,2022-08-25 22:45:00,21607.69000000,21625.00000000,21566.07000000,21576.26000000,1022.84976000,21595.113415933407,21594.298719420625,21600.36779988561,21590.62954361701,21546.42629092414,21730.149044596666,21416.39495043638,
22748,22748,22748,2022-08-25 23:00:00,21575.17000000,21590.00000000,21514.89000000,21535.25000000,1576.56818000,21584.22915849097,21588.675031856757,21597.81416067441,21589.532918990928,21546.315084049274,21727.238996222753,21413.484902062468,
22749,22749,22749,2022-08-25 23:15:00,21535.25000000,21614.80000000,21526.63000000,21600.03000000,1169.72062000,21587.102038765337,21589.75645739421,21597.901056334238,21589.740781981207,21546.849560824903,21724.318025653345,21410.56393149306,
22750,22750,22750,2022-08-25 23:30:00,21600.03000000,21612.62000000,21570.40000000,21588.39000000,830.43954000,21587.336213535276,21589.62631859476,21597.528073732898,21589.714033823162,21547.262898528137,21721.460609697693,21407.706515537408,
22751,22751,22751,2022-08-25 23:45:00,21588.39000000,21622.61000000,21557.00000000,21559.04000000,1118.90235000,21582.191447437952,21586.71333587145,21596.01873750808,21589.1066272128,21547.380083617412,21718.727940638008,21404.973846477722,
22752,22752,22752,2022-08-26 00:00:00,21559.04000000,21562.75000000,21439.69000000,21498.58000000,3201.02839000,21566.989366085596,21578.31968483607,21592.197610546977,21587.314020733338,21546.894510646096,21716.16375609969,21402.409661939404,
22753,22753,22753,2022-08-26 00:15:00,21499.17000000,21569.00000000,21453.13000000,21528.73000000,2230.90177000,21560.033117706396,21573.596857708828,21589.708684643174,21586.153941114855,21546.713769246635,21713.791012718928,21400.036918558642,
22754,22754,22754,2022-08-26 00:30:00,21528.73000000,21568.73000000,21515.00000000,21523.15000000,1225.49941000,21553.32709630523,21568.79239506989,21587.098540147363,21584.9063383205,21546.479303881,21711.60969863312,21397.855604472836,
22755,22755,22755,2022-08-26 00:45:00,21522.67000000,21524.03000000,21431.22000000,21477.12000000,2070.90367000,21539.47126061337,21560.06169077752,21582.785656220018,21582.771955383458,21545.789161553825,21709.596034459402,21395.841940299117,
22756,22756,22756,2022-08-26 01:00:00,21478.37000000,21520.00000000,21465.35000000,21516.38000000,1366.31719000,21535.272849592755,21555.90152975109,21580.18151283884,21581.457263197644,21545.496533080655,21707.703235162273,21393.949141001987,
22757,22757,22757,2022-08-26 01:15:00,21515.47000000,21535.00000000,21490.95000000,21509.94000000,1242.67358000,21530.666876939526,21551.524241203366,21577.426943707906,21580.041079767987,21545.142736731596,21705.863899588814,21392.10980542853,
22758,22758,22758,2022-08-26 01:30:00,21510.32000000,21538.59000000,21496.32000000,21531.51000000,1121.18265000,21530.82017204143,21549.61812299352,21575.626279248772,21579.080068287432,21545.00708760989,21703.993968413233,21390.239874252948,
22759,22759,22759,2022-08-26 01:45:00,21531.51000000,21564.70000000,21525.25000000,21558.13000000,935.96381000,21535.78559530662,21550.42877794652,21574.94015065078,21578.665215450055,21545.137663852576,21701.998056457996,21388.24396229771,
22760,22760,22760,2022-08-26 02:00:00,21558.70000000,21589.39000000,21543.35000000,21572.26000000,1226.17196000,21542.41730525087,21552.507941951615,21574.83504670369,21578.53837950055,21545.407537844094,21699.775835906636,21386.02174174635,
22761,22761,22761,2022-08-26 02:15:00,21573.29000000,21614.89000000,21571.31000000,21597.59000000,1309.83668000,21552.448704296166,21556.801471289557,21575.72739781335,21578.91563931242,21545.92676632326,21697.229037439058,21383.474943278772,
22762,22762,22762,2022-08-26 02:30:00,21597.59000000,21604.00000000,21576.63000000,21580.63000000,854.25843000,21557.572576242317,21559.070854976268,21575.91965672263,21578.949587048806,21546.27207213099,21694.268560035613,21380.514465875327,
22763,22763,22763,2022-08-26 02:45:00,21580.63000000,21601.04000000,21553.80000000,21599.10000000,1027.29714000,21565.12301692553,21562.883154502335,21576.82868979233,21579.348605127045,21546.797723154563,21690.82114708949,21377.067052929204,
22764,22764,22764,2022-08-26 03:00:00,21599.10000000,21608.23000000,21548.35000000,21572.51000000,1206.25468000,21566.466104757248,21563.799996930684,21576.659329408318,21579.213187203735,21547.053566705265,21686.835101879984,21373.0810077197,
22765,22765,22765,2022-08-26 03:15:00,21571.80000000,21587.65000000,21551.45000000,21580.76000000,951.40947000,21569.06499480138,21565.415235318236,21576.820140019758,21579.243817160095,21547.388954101232,21682.284579347877,21368.53048518759,
22766,22766,22766,2022-08-26 03:30:00,21580.76000000,21585.66000000,21564.56000000,21568.04000000,891.09271000,21568.87863211022,21565.665212906977,21576.475820803298,21579.02195939455,21547.594437145002,21677.172098093535,21363.41800393325,
22767,22767,22767,2022-08-26 03:45:00,21567.55000000,21581.74000000,21550.00000000,21552.17000000,949.74450000,21565.84069899927,21564.379954534885,21575.522651360032,21578.490237426344,21547.639965133607,21671.52905658495,21357.774962424664,
22768,22768,22768,2022-08-26 04:00:00,21552.17000000,21564.82000000,21540.01000000,21550.15000000,974.49851000,21562.987844635765,21563.02472076966,21574.527645424347,21577.92904460602,21547.664940604915,21665.414197424092,21351.660103263806,
22769,22769,22769,2022-08-26 04:15:00,21550.15000000,21557.74000000,21512.67000000,21515.15000000,1048.83768000,21554.29005470199,21558.4652235535,21572.199110309666,21576.68589520788,21547.341408857603,21658.910128252493,21345.156034092208,
22770,22770,22770,2022-08-26 04:30:00,21515.15000000,21544.00000000,21510.48000000,21525.68000000,1130.63864000,21549.088226574357,21555.34282131031,21570.374831473993,21575.675877480993,21547.12587245106,21652.11816268553,21338.364068525243,
22771,22771,22771,2022-08-26 04:45:00,21525.68000000,21559.12000000,21521.23000000,21530.53000000,957.49165000,21545.714003560835,21552.979695471236,21568.812289063248,21574.78189970909,21546.960739391845,21645.151876472566,21331.39778231228,
22772,22772,22772,2022-08-26 05:00:00,21529.69000000,21534.12000000,21453.92000000,21470.94000000,1815.84221000,21532.11873018614,21545.166391140643,21564.974160080375,21572.725624467326,21546.204314124265,21638.129872760685,21324.3757786004,
22773,22773,22773,2022-08-26 05:15:00,21470.94000000,21516.49000000,21345.74000000,21359.90000000,3513.50108000,21500.80623378866,21527.52197293677,21556.932036155657,21568.511255665995,21544.350539854375,21631.168309421493,21317.414215261208,
22774,22774,22774,2022-08-26 05:30:00,21359.90000000,21435.50000000,21343.01000000,21416.63000000,2592.29657000,21485.501464008903,21516.960832657078,21551.4299955221,21565.503706048847,21543.079688711547,21624.373758225,21310.619664064714,
22775,22775,22775,2022-08-26 05:45:00,21416.62000000,21476.53000000,21397.37000000,21404.25000000,1703.50736000,21470.728470552738,21506.22646764212,21545.65823099182,21562.310563354808,21541.69829877412,21617.83694098054,21304.082846820253,
22776,22776,22776,2022-08-26 06:00:00,21403.11000000,21442.21000000,21369.34000000,21436.93000000,1630.13904000,21464.583294088603,21499.626804057156,21541.39437879606,21559.82777992204,21540.655828139556,21611.627825020645,21297.87373086036,
22777,22777,22777,2022-08-26 06:15:00,21435.76000000,21458.34000000,21425.66000000,21440.32000000,1110.43834000,21460.171786072493,21493.97853700409,21537.4306776668,21557.461289230512,21539.657461690407,21605.792464644004,21292.03837048372,
22778,22778,22778,2022-08-26 06:30:00,21441.49000000,21464.56000000,21397.15000000,21410.98000000,1523.46592000,21451.227824968402,21486.073914432272,21532.47182756222,21554.56066964179,21538.37708893727,21600.35185210372,21286.597757943433,
22779,22779,22779,2022-08-26 06:45:00,21410.98000000,21448.90000000,21405.00000000,21425.00000000,1160.25830000,21446.4591295196,21480.25735115301,21528.257246089197,21551.9951118271,21537.248958699092,21595.302897187434,21281.548803027148,
22780,22780,22780,2022-08-26 07:00:00,21425.00000000,21443.36000000,21326.66000000,21362.08000000,2610.96941000,21431.117469606943,21469.002365328914,21521.7404913406,21548.234416543393,21535.50598398567,21590.6214939437,21276.867399783416,
22781,22781,22781,2022-08-26 07:15:00,21362.08000000,21433.35000000,21335.36000000,21410.55000000,2167.51973000,21427.37792967841,21463.435473392827,21517.380079915478,21545.507992453422,21534.262640861434,21586.267462394353,21272.513368234067,
22782,22782,22782,2022-08-26 07:30:00,21410.55000000,21429.17000000,21382.27000000,21399.57000000,1574.41908000,21422.32194246415,21457.353047355416,21512.76007678154,21542.61813121672,21532.922415579233,21582.190978901413,21268.436884741128,
22783,22783,22783,2022-08-26 07:45:00,21400.45000000,21457.30000000,21398.92000000,21452.90000000,1362.96495000,21427.881589288852,21456.928947607284,21510.412622790107,21540.841534558964,21532.126172638145,21578.339940220416,21264.58584606013,
22784,22784,22784,2022-08-26 08:00:00,21452.90000000,21465.72000000,21428.00000000,21443.73000000,1262.77843000,21430.76311850906,21455.67190497802,21507.797617974808,21538.91853387463,21531.2466087313,21574.667555453347,21260.91346129306,
22785,22785,22785,2022-08-26 08:15:00,21444.81000000,21449.13000000,21415.14000000,21418.87000000,1053.48822000,21428.600733325595,21452.166961646777,21504.31026040717,21536.54133518404,21530.128433520043,21571.13934323693,21257.385249076644,
22786,22786,22786,2022-08-26 08:30:00,21418.15000000,21425.62000000,21392.00000000,21422.95000000,1378.23985000,21427.573327266393,21449.384393870892,21501.119661959827,21534.292001814058,21529.06198144522,21567.738648027298,21253.984553867012,
22787,22787,22787,2022-08-26 08:45:00,21422.95000000,21468.76000000,21404.07000000,21415.12000000,1718.04110000,21425.309085945228,21446.121118264142,21497.747126196697,21531.932160193977,21527.92823038606,21564.46980024241,21250.715706082123,
22788,22788,22788,2022-08-26 09:00:00,21415.69000000,21449.63000000,21405.00000000,21448.93000000,1357.94684000,21429.60379759155,21446.388630810412,21495.832729090944,21530.288553061426,21527.14217834242,21561.358149514614,21247.604055354328,
