,level_0,index,date,open,high,low,close,volume,ema10,ema20,ema50,ema100,ema200,upper,lower,signal
512,512,512,2022-01-06 08:00:00,43245.26000000,43273.87000000,43081.77000000,43109.06000000,370.89870000,43117.88362903073,43156.9380966722,43656.99981284265,44434.758707823115,45239.5009367394,43427.981977785064,42544.305830662764,
513,513,513,2022-01-06 08:15:00,43109.06000000,43239.83000000,42992.01000000,43090.00000000,378.32856000,43112.81387829787,43150.56303984628,43634.764526064515,44408.12982251969,45218.11286771712,43415.1475509765,42531.4714038542,
514,514,514,2022-01-06 08:30:00,43090.00000000,43114.24000000,42900.00000000,42970.00000000,479.73548000,43086.84771860734,43133.36655986092,43608.69532896395,44379.65200425197,45195.74358545128,43401.97732564886,42518.30117852656,
515,515,515,2022-01-06 08:45:00,42970.01000000,43090.68000000,42925.69000000,43055.41000000,298.56559000,43081.13176976964,43125.94212558845,43586.99786508301,44353.42939030639,45174.446733854755,43388.74249499718,42505.06634787488,
516,516,516,2022-01-06 09:00:00,43055.42000000,43089.86000000,42863.30000000,42928.27000000,362.35120000,43053.33872072061,43107.116208865744,43561.165399785634,44325.20841228052,45152.09671660247,43375.74196843975,42492.06582131745,
517,517,517,2022-01-06 09:15:00,42928.28000000,42990.00000000,42700.00000000,42749.42000000,607.79844000,42998.08077149868,43073.04990325948,43529.332246852864,44294.00468134427,45128.1894855915,43363.28810306672,42479.61195594442,
518,518,518,2022-01-06 09:30:00,42753.61000000,42907.54000000,42500.00000000,42800.01000000,999.31346000,42962.067903953466,43047.046102949054,43500.73137442727,44264.42062824834,45105.023520560746,43351.69029123913,42468.01414411683,
519,519,519,2022-01-06 09:45:00,42800.01000000,42870.00000000,42430.58000000,42597.87000000,938.20884000,42895.850103234654,43004.267426477716,43465.32504601836,44231.41962570877,45080.07671936114,43341.23773137204,42457.56158424974,
520,520,520,2022-01-06 10:00:00,42597.87000000,42765.75000000,42588.96000000,42661.98000000,480.06628000,42853.3282662829,42971.66862395603,43433.82131872352,44200.341613318495,45056.01605548691,43332.182846060714,42448.506698938414,
521,521,521,2022-01-06 10:15:00,42661.98000000,42850.00000000,42568.22000000,42822.00000000,438.77084000,42847.632217867824,42957.41446929355,43409.8283258324,44173.04771998546,45033.78704000943,43324.72676921246,42441.05062209016,
522,522,522,2022-01-06 10:30:00,42822.00000000,42950.00000000,42700.00000000,42746.62000000,461.08410000,42829.26636007367,42937.338805551306,43383.82015619191,44144.8016265204,45011.02915901432,43319.00811895713,42435.33197183483,
523,523,523,2022-01-06 10:45:00,42746.62000000,42960.00000000,42719.25000000,42878.88000000,589.54553000,42838.28702187845,42931.771300260705,43364.01858143929,44119.7338715398,44989.81374449676,43315.09594935366,42431.41980223136,
524,524,524,2022-01-06 11:00:00,42878.87000000,42974.21000000,42809.08000000,42946.89000000,469.72133000,42858.03301790055,42933.21117642635,43347.660597853435,44096.5092404202,44969.48614504903,43312.98738732997,42429.31124020767,
525,525,525,2022-01-06 11:15:00,42946.89000000,42961.77000000,42790.00000000,42796.60000000,269.01717000,42846.86337828226,42920.20058819527,43326.050378329775,44070.76846338218,44947.865387386846,43312.61006588112,42428.93391875882,
526,526,526,2022-01-06 11:30:00,42796.60000000,42896.47000000,42677.28000000,42694.82000000,268.90056000,42819.21912768549,42898.73577027191,43301.29624584625,44043.52195915679,44925.447025323294,43313.82910155363,42430.15295443133,
527,527,527,2022-01-06 11:45:00,42694.82000000,42944.47000000,42691.07000000,42878.34000000,339.48812000,42829.96837719722,42896.7933159603,43284.7097264013,44020.44904907448,44905.077801190724,43316.45805772227,42432.78191059997,
528,528,528,2022-01-06 12:00:00,42878.33000000,42956.82000000,42751.51000000,42754.98000000,366.70119000,42816.33412679772,42883.28728586884,43263.936011640464,43995.3902560235,44883.68379321868,43320.27309366641,42436.59694654411,
529,529,529,2022-01-06 12:15:00,42754.98000000,42855.97000000,42632.44000000,42664.89000000,380.76827000,42788.79883101632,42862.48754435752,43240.44401118397,43969.043716300264,44861.6062430374,43325.02932158224,42441.35317445994,
530,530,530,2022-01-06 12:30:00,42664.89000000,42832.70000000,42650.15000000,42757.96000000,401.55584000,42783.19177083153,42852.532540133,43221.52306956892,43945.06186053195,44840.6744396241,43330.47827474424,42446.80212762194,
531,531,531,2022-01-06 12:45:00,42757.96000000,43077.00000000,42735.34000000,43062.76000000,493.30209000,42834.022357953065,42872.55420297747,43215.29706684072,43927.590536561016,44822.98374868256,43336.385327294505,42452.709180172205,
532,532,532,2022-01-06 13:00:00,43062.77000000,43189.55000000,43009.31000000,43053.00000000,531.62064000,42873.83647468887,42889.73951697962,43208.93247598422,43910.271912074655,44805.37197008871,43342.54590109874,42458.86975397644,
533,533,533,2022-01-06 13:15:00,43053.01000000,43200.00000000,42931.99000000,43009.45000000,509.41600000,42898.49347929089,42901.14051536252,43201.109633788765,43892.43385440981,44787.50209973957,43348.79935281137,42465.12320568907,
534,534,534,2022-01-06 13:30:00,43009.45000000,43132.66000000,42900.00000000,42994.26000000,348.26505000,42915.905573965276,42910.009037708944,43192.997883444106,43874.6482335304,44769.65889476704,43355.03956031239,42471.36341319009,
535,535,535,2022-01-06 13:45:00,42994.25000000,43194.00000000,42960.00000000,43150.01000000,496.84825000,42958.4700150625,42932.86627221285,43191.31208409336,43860.298961579305,44753.54298536637,43361.22142412838,42477.54527700608,
536,536,536,2022-01-06 14:00:00,43150.00000000,43194.00000000,43012.72000000,43040.01000000,279.21957000,42973.29546686932,42943.070436764014,43185.37866903088,43844.05561580546,44736.492905909996,43367.36276150499,42483.68661438269,
537,537,537,2022-01-06 14:15:00,43040.01000000,43050.04000000,42860.03000000,42882.96000000,409.74362000,42956.87083652944,42937.34563326268,43173.51911338261,43825.024019452874,44718.04979241836,43373.54138477537,42489.86523765307,
538,538,538,2022-01-06 14:30:00,42882.96000000,43267.09000000,42882.96000000,43131.73000000,631.44862000,42988.6634117059,42955.858430094806,43171.880324622514,43811.29542500826,44702.26551587688,43379.887499369346,42496.211352247046,
539,539,539,2022-01-06 14:45:00,43131.73000000,43149.53000000,42761.90000000,42805.50000000,855.54440000,42955.360973213916,42941.53857960959,43157.51246875497,43791.37868391899,44683.39222716169,43386.571901902455,42502.895754780155,
540,540,540,2022-01-06 15:00:00,42805.50000000,42883.93000000,42666.00000000,42738.62000000,623.21281000,42915.95352353866,42922.21300059915,43141.08531311752,43770.53197730673,44664.041259727244,43393.79077475409,42510.11462763179,
541,541,541,2022-01-06 15:15:00,42738.62000000,42940.22000000,42716.64000000,42866.47000000,386.20706000,42906.95651925889,42916.90414339923,43130.316085152124,43752.629759934316,44646.15497853593,43401.748132104694,42518.071984982394,
542,542,542,2022-01-06 15:30:00,42866.47000000,43007.39000000,42825.95000000,42878.02000000,351.18943000,42901.6953339391,42913.20089164692,43120.42212102851,43735.310754787104,44628.56159566493,43410.6371513894,42526.9610042671,
543,543,543,2022-01-06 15:45:00,42878.02000000,43019.71000000,42847.81000000,42950.01000000,349.19311000,42910.47981867744,42916.706521013875,43113.739292752885,43719.76024479132,44611.85958973791,43420.621710058775,42536.945562936475,
544,544,544,2022-01-06 16:00:00,42950.02000000,43064.91000000,42884.00000000,43002.40000000,321.93639000,42927.1925789179,42924.86780472684,43109.37304597827,43705.555091429116,44595.84506645694,43431.81943637516,42548.14328925286,
545,545,545,2022-01-06 16:15:00,43002.39000000,43131.76000000,42847.81000000,42863.02000000,586.32109000,42915.524837296456,42918.97753761,43099.71214221441,43688.8712282325,44578.603025994686,43444.28747925393,42560.61133213163,
546,546,546,2022-01-06 16:30:00,42863.01000000,42971.11000000,42725.09000000,42891.88000000,539.51450000,42911.225775969826,42916.39681974238,43091.56186212758,43673.08922371305,44561.81971230319,43458.012016930734,42574.335869808434,
547,547,547,2022-01-06 16:45:00,42891.88000000,42924.31000000,42786.38000000,42882.22000000,236.71357000,42905.951998520766,42913.14188452882,43083.35237733827,43657.428447005856,44545.10727735491,43472.90227260824,42589.22612548594,
548,548,548,2022-01-06 17:00:00,42882.23000000,43014.58000000,42847.89000000,42847.89000000,308.16293000,42895.39527151699,42906.927419335596,43074.11855861912,43641.39798270871,44528.21954325188,43488.78950427024,42605.11335714794,
549,549,549,2022-01-06 17:15:00,42847.89000000,43046.00000000,42790.89000000,43045.51000000,315.92084000,42922.6888585139,42920.12576035125,43072.99665435955,43629.598220674874,44513.466214463304,43505.431103264375,42621.754956142075,
550,550,550,2022-01-06 17:30:00,43045.51000000,43157.11000000,42980.27000000,43150.17000000,291.52839000,42964.04906605683,42942.03473555589,43076.02306007094,43620.104592542695,44499.901078000985,43522.51959018058,42638.84344305828,
551,551,551,2022-01-06 17:45:00,43150.17000000,43175.66000000,42994.14000000,43005.29000000,302.46532000,42971.547417682865,42948.05904645533,43073.24921457797,43607.93004615571,44485.02932598107,43539.69595598097,42656.01980885867,
552,552,552,2022-01-06 18:00:00,43005.30000000,43188.00000000,42982.05000000,43143.04000000,264.22180000,43002.72788719507,42966.628661078634,43075.986108123936,43598.72430266748,44471.676198359375,43556.566481795,42672.8903346727,
553,553,553,2022-01-06 18:15:00,43143.04000000,43160.00000000,43019.16000000,43059.03000000,198.08026000,43012.964634977776,42975.42878859495,43075.32116270731,43588.03728677307,44457.62001728117,43572.72190450441,42689.04575738211,
554,554,554,2022-01-06 18:30:00,43058.34000000,43188.00000000,43027.88000000,43187.99000000,313.49409000,43044.787428618176,42995.672713490676,43079.7395484835,43580.11555832212,44444.98688278087,43587.7576002507,42704.0814531284,
555,555,555,2022-01-06 18:45:00,43187.99000000,43400.00000000,43137.75000000,43369.04000000,491.22329000,43103.74244159669,43031.231502682036,43091.084664229245,43575.935844295935,44434.28094364872,43601.29335603142,42717.61720890912,
556,556,556,2022-01-06 19:00:00,43369.04000000,43425.92000000,43224.73000000,43326.00000000,362.44426000,43144.15290676092,43059.30469290279,43100.297030337904,43570.98661965641,44423.25327256764,43612.991307686396,42729.315160564096,
557,557,557,2022-01-06 19:15:00,43326.00000000,43461.04000000,43301.07000000,43379.45000000,287.34745000,43186.93419644076,43089.794722150145,43111.24420561877,43567.193815306775,44412.86717035304,43622.57074948467,42738.89460236237,
558,558,558,2022-01-06 19:30:00,43379.44000000,43470.00000000,43320.08000000,43452.56000000,370.32544000,43235.229797087886,43124.343796231085,43124.62913873176,43564.92383876605,44403.311875125655,43629.81876299957,42746.14261587727,
559,559,559,2022-01-06 19:45:00,43452.56000000,43508.78000000,43423.10000000,43438.10000000,310.83206000,43272.11528852645,43154.22533944717,43136.92211368346,43562.412475622164,44393.707776865696,43634.59595385886,42750.91980673656,
560,560,560,2022-01-06 20:00:00,43438.11000000,43581.30000000,43386.83000000,43398.72000000,449.42704000,43295.134326976186,43177.51054521411,43147.18869746058,43559.171040461326,44383.80740097648,43636.836993373305,42753.160846251005,
561,561,561,2022-01-06 20:15:00,43398.73000000,43403.74000000,43150.00000000,43318.30000000,381.43338000,43299.346267525965,43190.91906471753,43153.89894461899,43554.40131688784,44373.20533728517,43636.546096006874,42752.869948884574,
562,562,562,2022-01-06 20:30:00,43318.30000000,43335.22000000,43119.71000000,43227.52000000,240.82132000,43286.286946157605,43194.40486807776,43156.78604483001,43547.92841952372,44361.80548318284,43633.78797545298,42750.11182833068,
563,563,563,2022-01-06 20:45:00,43227.06000000,43251.19000000,43111.57000000,43221.50000000,220.72966000,43274.50750140167,43196.985356832265,43159.323846993546,43541.46449042424,44350.4591599671,43628.67516526278,42744.99901814048,
564,564,564,2022-01-06 21:00:00,43221.50000000,43247.55000000,43115.11000000,43150.01000000,251.10807000,43251.87159205591,43192.511513324425,43158.95859809184,43533.712916356424,44338.514392206234,43621.35282695142,42737.67667982912,
565,565,565,2022-01-06 21:15:00,43150.00000000,43246.08000000,43081.85000000,43189.59000000,233.89604000,43240.54766622756,43192.23327396019,43160.159829539225,43526.89860118105,44327.0823087017,43611.98227715819,42728.30613003589,
566,566,566,2022-01-06 21:30:00,43189.59000000,43253.29000000,43112.15000000,43121.77000000,142.34739000,43218.95172691345,43185.52248596398,43158.654346027884,43518.8762526428,44315.08915140118,43600.724443381805,42717.048296259505,
567,567,567,2022-01-06 21:45:00,43121.78000000,43188.95000000,43066.04000000,43120.64000000,152.47079000,43201.07686747464,43179.34320158646,43157.163587360126,43510.990386253834,44303.20408521809,43587.72432308317,42704.04817596087,
568,568,568,2022-01-06 22:00:00,43120.63000000,43165.23000000,43021.37000000,43026.49000000,111.74368000,43169.33380066107,43164.78575381632,43152.03913295385,43501.3963191993,44290.5004624796,43573.09730882397,42689.42116170167,
569,569,569,2022-01-06 22:15:00,43026.49000000,43178.13000000,43007.81000000,43141.99000000,149.22662000,43164.362200540876,43162.61472964334,43151.6450493086,43494.27936238347,44279.07249767881,43556.9179982777,42673.2418511554,
570,570,570,2022-01-06 22:30:00,43142.00000000,43236.73000000,43096.23000000,43103.00000000,146.53065000,43153.205436806165,43156.93713634397,43149.73740031611,43486.53125619766,44267.37028377156,43539.21187927815,42655.53573215585,
571,571,571,2022-01-06 22:45:00,43102.99000000,43200.00000000,43102.99000000,43180.97000000,120.69037000,43158.25353920504,43159.22598050169,43150.962208146855,43480.480538253156,44256.560330699205,43519.95010474037,42636.27395761807,
572,572,572,2022-01-06 23:00:00,43180.96000000,43192.97000000,43100.00000000,43156.10000000,100.81804000,43157.8619866223,43158.92826807295,43151.163690180314,43474.05716125804,44245.6104766624,43499.04747136317,42615.37132424087,
573,573,573,2022-01-06 23:15:00,43156.09000000,43156.10000000,43053.94000000,43155.00000000,153.02085000,43157.341625418245,43158.5541473041,43151.31413370265,43467.739197668765,44234.75863112347,43476.36368838968,42592.68754126738,
574,574,574,2022-01-06 23:30:00,43155.00000000,43241.41000000,43101.91000000,43207.39000000,160.82589000,43166.44132988765,43163.20518089419,43153.513187282944,43462.58376801196,44224.536057679456,43451.70804481136,42568.03189768906,
575,575,575,2022-01-06 23:45:00,43207.38000000,43225.67000000,43082.30000000,43082.31000000,143.03429000,43151.14472445353,43155.50087795188,43150.720905428716,43455.05359438796,44213.17062426971,43424.8476141309,42541.1714670086,
576,576,576,2022-01-07 00:00:00,43082.30000000,43145.83000000,42892.01000000,42922.88000000,435.89024000,43109.642047280155,43133.34650862313,43141.785967960925,43444.51550340998,44200.33191159041,43395.519125905565,42511.842978783265,
577,577,577,2022-01-07 00:15:00,42922.88000000,43004.55000000,42828.00000000,42905.12000000,248.11367000,43072.45622050194,43111.61065065902,43132.504949609516,43433.83440433255,44187.44423087806,43363.44453757915,42479.76839045685,
578,578,578,2022-01-07 00:30:00,42905.12000000,42935.28000000,42738.00000000,42765.76000000,477.84609000,43016.69327131977,43078.6724934534,43118.12279472287,43420.60520820715,44173.298119128034,43328.35012989174,42444.67398276944,
579,579,579,2022-01-07 00:45:00,42765.76000000,42879.86000000,42754.60000000,42788.15000000,226.91561000,42975.139949261626,43051.00368455308,43105.182685125896,43408.0813426981,44159.5155507785,43289.98862215068,42406.31247502838,
580,580,580,2022-01-07 01:00:00,42788.15000000,42994.25000000,42785.56000000,42929.42000000,212.63722000,42966.827231214054,43039.424286024216,43098.290030807235,43398.60290026843,44147.27579405434,43248.16338883408,42364.48724171178,
581,581,581,2022-01-07 01:15:00,42929.41000000,42992.73000000,42800.00000000,42970.77000000,200.26566000,42967.544098266044,43032.88578259334,43093.289245285385,43390.13096164925,44135.569268740364,43202.753414834624,42319.077267712324,
582,582,582,2022-01-07 01:30:00,42970.77000000,43030.50000000,42906.70000000,42950.00000000,183.01775000,42964.354262217676,43024.99189853683,43087.67005919576,43381.41549706213,44123.77255959867,43153.73723237668,42270.06108525438,
583,583,583,2022-01-07 01:45:00,42950.00000000,43030.50000000,42927.28000000,43008.90000000,103.92875000,42972.453487269006,43023.45933677141,43084.58103726652,43374.038952565854,44112.67930029918,43101.21382391719,42217.53767679489,
584,584,584,2022-01-07 02:00:00,43008.90000000,43030.00000000,42849.11000000,42871.62000000,242.78389000,42954.12012594737,43008.99844755509,43076.22962404038,43364.090062416035,44100.330451539994,43045.41842686156,42161.74227973926,
585,585,585,2022-01-07 02:15:00,42871.62000000,42960.00000000,42864.65000000,42935.40000000,141.84576000,42950.71646668421,43001.98907159746,43070.70689368586,43355.60115028898,44088.73910376348,42986.731384466286,42103.055237343986,
586,586,586,2022-01-07 02:30:00,42935.39000000,42967.43000000,42781.13000000,42815.75000000,232.35755000,42926.17710910526,42984.252017159604,43060.708584129556,43344.91102850108,44076.07254551708,42925.67865892102,42042.00251179872,
587,587,587,2022-01-07 02:45:00,42815.75000000,42869.42000000,42771.59000000,42799.13000000,130.91437000,42903.077634722475,42966.62134885869,43050.4506004382,43334.10348338225,44063.36664954179,42862.92331712208,41979.24716999978,
588,588,588,2022-01-07 03:00:00,42799.12000000,42827.07000000,42650.00000000,42766.11000000,381.38140000,42878.17442840929,42947.525029919765,43039.29998865631,43322.85608767171,44050.458623178194,42799.24813407941,41915.57198695711,
589,589,589,2022-01-07 03:15:00,42767.27000000,42812.33000000,42115.00000000,42290.99000000,1831.79195000,42771.41362324397,42884.997884213124,43009.954498905085,43302.423095836624,44032.951472698805,42735.5303197715,41851.8541726492,
590,590,590,2022-01-07 03:30:00,42290.99000000,42364.37000000,41577.77000000,41845.95000000,3115.59756000,42603.14750992688,42786.040942859494,42964.30726365391,43273.58204443392,44011.19026401523,42672.710137926166,41789.033990803866,
591,591,591,2022-01-07 03:45:00,41845.95000000,42005.01000000,41750.00000000,41803.11000000,945.07536000,42457.686144485626,42692.42847211097,42918.77011605964,43244.4637861283,43989.219316114584,42611.75573631444,41728.07958919214,
592,592,592,2022-01-07 04:00:00,41803.11000000,41909.23000000,41620.72000000,41751.12000000,806.35455000,42329.219572760965,42602.780046195636,42872.97991542985,43214.89262204655,43966.949671178125,42553.62676707094,41669.95061994864,
593,593,593,2022-01-07 04:15:00,41751.13000000,41761.79000000,41205.95000000,41452.24000000,2025.68950000,42169.76874134988,42493.20480370081,42817.26462462868,43179.988609728796,43941.92768440024,42499.239310041965,41615.563162919665,buy
594,594,594,2022-01-07 04:30:00,41452.24000000,41460.00000000,41000.00000000,41428.01000000,2076.94230000,42034.9035156499,42391.75767953883,42762.784051113835,43145.29596399159,43916.9135780878,42449.4342449628,41565.7580978405,buy
595,595,595,2022-01-07 04:45:00,41428.01000000,41801.04000000,41419.31000000,41700.33000000,1381.73902000,41974.07196734992,42325.90742434465,42721.119186364274,43116.68277658582,43894.85802009688,42404.95062306314,41521.27447594084,
596,596,596,2022-01-07 05:00:00,41700.33000000,41760.02000000,41524.94000000,41736.61000000,670.05897000,41930.897064195386,42269.78386012135,42682.51098297744,43089.35460279204,43873.3829154193,42366.40487594024,41482.72872881794,
597,597,597,2022-01-07 05:15:00,41730.03000000,41898.39000000,41724.12000000,41802.51000000,585.57617000,41907.55396161441,42225.281587728845,42648.00114050774,43063.87253144962,43852.777214768365,42334.275994983764,41450.599847861464,
598,598,598,2022-01-07 05:30:00,41802.52000000,41950.00000000,41661.26000000,41728.28000000,587.56463000,41874.95869586633,42177.94810318324,42611.93364480155,43037.425154589226,43831.63793899953,42308.89623496844,41425.22008784614,
599,599,599,2022-01-07 05:45:00,41728.29000000,41872.23000000,41633.65000000,41851.33000000,488.40764000,41870.66256934517,42146.84161716579,42582.10605088777,43013.938121825086,43811.93338239257,42290.44652595873,41406.77037883643,
600,600,600,2022-01-07 06:00:00,41851.33000000,41853.19000000,41613.00000000,41658.20000000,303.11520000,41832.033011282416,42100.30432029286,42545.87444104903,42987.091822383,43790.503199483195,42278.955656773636,41395.27950965134,
601,601,601,2022-01-07 06:15:00,41658.20000000,41787.80000000,41535.23000000,41646.50000000,517.63325000,41798.299736503795,42057.08486121735,42510.60485512554,42960.545449662546,43769.16983431421,42274.302406683586,41390.626259561286,
602,602,602,2022-01-07 06:30:00,41646.50000000,41729.03000000,41430.00000000,41532.41000000,618.90527000,41749.95614804856,42007.115826815694,42472.244272571596,42932.26553976824,43746.913517554865,42276.22008813929,41392.54394101699,
603,603,603,2022-01-07 06:45:00,41532.41000000,41562.20000000,41409.95000000,41529.14000000,435.38324000,41709.80775749427,41961.59431949991,42435.25979129428,42904.48087561441,43724.84611937024,42284.30332807626,41400.62718095396,
604,604,604,2022-01-07 07:00:00,41529.15000000,41554.03000000,41206.90000000,41261.02000000,772.52312000,41628.209983404406,41894.872955738014,42389.21117202784,42871.93709589927,43700.33043659044,42298.01725336057,41414.34110623827,buy
605,605,605,2022-01-07 07:15:00,41261.03000000,41615.00000000,41255.13000000,41615.00000000,570.91317000,41625.80816823997,41868.218388524874,42358.84994959538,42847.047252416116,43679.58088000745,42316.70946358625,41433.03331646395,
606,606,606,2022-01-07 07:30:00,41615.00000000,41700.00000000,41420.00000000,41468.06000000,493.27510000,41597.12668310542,41830.10806580822,42323.91701039556,42819.74057415045,43657.57569712181,42339.62520951604,41455.94906239374,
607,607,607,2022-01-07 07:45:00,41468.06000000,41731.36000000,41456.45000000,41706.71000000,488.42327000,41617.0509225408,41818.35586906459,42299.712813909464,42797.70036476133,43638.16409814547,42365.92602977455,41482.24988265225,
608,608,608,2022-01-07 08:00:00,41706.71000000,41800.00000000,41607.50000000,41754.17000000,468.13999000,41641.98166389702,41812.242929153676,42278.31897806988,42777.0363971423,43619.41788821367,42394.711760655,41511.0356135327,
609,609,609,2022-01-07 08:15:00,41754.17000000,42883.47000000,41655.94000000,42278.03000000,1772.79903000,41757.62681591574,41856.60360256761,42278.30764559655,42767.155082347395,43606.070745047364,42425.045392533066,41541.369245410766,
610,610,610,2022-01-07 08:30:00,42278.02000000,42598.30000000,42100.00000000,42195.97000000,1079.45100000,41837.32557665833,41888.92421184688,42275.078718318255,42755.84448665735,43592.03989186281,42455.97979430574,41572.30364718344,
611,611,611,2022-01-07 08:45:00,42195.97000000,42245.29000000,42050.48000000,42088.61000000,399.54084000,41883.01365362955,41907.9419059567,42267.766219560675,42742.631922565124,43577.08039045124,42486.584961746994,41602.908814624694,
612,612,612,2022-01-07 09:00:00,42088.61000000,42368.27000000,42060.00000000,42346.99000000,393.00810000,41967.372989333264,41949.7560101513,42270.87303447987,42734.79742904898,43564.84068507362,42515.97424779315,41632.29810067085,
613,613,613,2022-01-07 09:15:00,42347.00000000,42539.77000000,42250.70000000,42413.12000000,468.17389000,42048.41790036358,41993.88591394642,42276.45134685321,42728.4275789688,43553.380777759456,42543.32805070502,41659.65190358272,
614,614,614,2022-01-07 09:30:00,42413.12000000,42628.34000000,42400.05000000,42462.55000000,454.14013000,42123.71464575202,42038.520588808664,42283.74933325112,42723.16267641496,43542.526740169815,42567.9136754164,41684.2375282941,
615,615,615,2022-01-07 09:45:00,42462.54000000,42524.31000000,42381.71000000,42422.56000000,276.66628000,42178.0501647062,42075.09577082689,42289.19288880991,42717.21014816912,43531.38279250644,42589.10050646086,41705.42435933856,
616,616,616,2022-01-07 10:00:00,42422.57000000,42533.43000000,42367.74000000,42452.20000000,288.85908000,42227.895589305066,42111.010459319565,42295.58532454285,42711.9624224628,43520.64465526758,42606.37016457853,41722.69401745623,
617,617,617,2022-01-07 10:15:00,42452.21000000,42470.26000000,42326.00000000,42329.80000000,278.18068000,42246.423663976864,42131.84755843199,42296.92707652157,42704.39484974076,43508.795454717656,42619.321869801606,41735.645722679306,
618,618,618,2022-01-07 10:30:00,42329.80000000,42417.00000000,42278.00000000,42324.79000000,475.11257000,42260.67208870834,42150.22302905751,42298.019740187396,42696.87792202312,43497.0143059145,42627.67370578527,41743.99755866297,
619,619,619,2022-01-07 10:45:00,42324.80000000,42360.59000000,42168.00000000,42172.83000000,236.41080000,42244.700799852275,42152.376073909174,42293.11033861142,42686.500735448404,43483.838342671566,42631.260794001406,41747.584646879106,
620,620,620,2022-01-07 11:00:00,42172.84000000,42324.69000000,42161.00000000,42262.98000000,355.40560000,42248.02429078823,42162.90978115592,42291.928756705085,42678.1141862316,43471.69049846588,42630.03149374958,41746.35534662728,
621,621,621,2022-01-07 11:15:00,42262.98000000,42350.73000000,42226.37000000,42254.00000000,182.13593000,42249.11078337218,42171.58504009345,42290.44135448136,42669.71588551414,43459.57417509807,42624.0426356505,41740.3664885282,
622,622,622,2022-01-07 11:30:00,42254.00000000,42278.91000000,42180.93000000,42259.81000000,287.40137000,42251.05609548633,42179.98741722741,42289.240124893855,42661.59893728614,43447.636223107045,42613.45450305827,41729.77835593597,
623,623,623,2022-01-07 11:45:00,42259.09000000,42311.32000000,42192.78000000,42258.62000000,211.78455000,42252.43135085245,42187.47623463432,42288.03933568233,42653.61915634978,43435.80521591195,42598.5258612622,41714.8497141399,
624,624,624,2022-01-07 12:00:00,42258.62000000,42376.48000000,42258.62000000,42356.33000000,230.07853000,42271.32201433382,42203.55754562153,42290.71740094969,42647.732242362654,43425.064168987454,42579.60888227955,41695.93273515725,
625,625,625,2022-01-07 12:15:00,42356.33000000,42468.19000000,42306.86000000,42440.00000000,236.10815000,42301.9907390004,42226.07587460996,42296.57162052029,42643.6187326129,43415.26253546519,42557.14341184907,41673.46726472677,
626,626,626,2022-01-07 12:30:00,42439.99000000,42500.00000000,42382.70000000,42466.59000000,284.02801000,42331.91787736396,42248.98198178996,42303.23900795087,42640.11321315522,43405.82300774912,42531.64975220995,41647.97360508765,
627,627,627,2022-01-07 12:45:00,42467.95000000,42489.78000000,42350.01000000,42400.00000000,225.30972000,42344.296445115964,42263.36465019092,42307.03355665868,42635.35849606304,43395.81481861729,42503.71904284016,41620.04289571786,
628,628,628,2022-01-07 13:00:00,42400.00000000,42480.00000000,42171.32000000,42232.46000000,371.55178000,42323.96254600397,42260.421350172735,42304.10910345638,42627.380308022184,43384.2391487803,42474.00043330926,41590.32428618696,
629,629,629,2022-01-07 13:15:00,42232.47000000,42342.50000000,42173.07000000,42291.00000000,323.29515000,42317.96935582143,42263.333602537234,42303.59502096789,42620.71931182372,43373.361147299904,42443.18454582258,41559.50839870028,
630,630,630,2022-01-07 13:30:00,42292.01000000,42766.17000000,41200.00000000,41417.53000000,3402.15885000,42154.25310930844,42182.78087848607,42268.8473730868,42596.89378089651,43353.90014085911,42411.983177676295,41528.307030553995,buy
631,631,631,2022-01-07 13:45:00,41419.39000000,41740.00000000,41280.74000000,41489.22000000,1039.67853000,42033.33799852509,42116.72746148739,42238.2737506128,42574.95964662133,43335.34610960678,42381.10573094333,41497.42958382103,buy
632,632,632,2022-01-07 14:00:00,41489.19000000,41735.78000000,41398.13000000,41720.72000000,608.31926000,41976.498362429615,42079.01246515526,42217.97752509858,42558.044010054575,43319.28017816791,42351.23340122717,41467.55725410487,
633,633,633,2022-01-07 14:15:00,41720.73000000,41874.89000000,41654.05000000,41857.99000000,495.87499000,41954.951387442416,42057.962706569044,42203.860367251575,42544.18155440993,43304.73997739012,42322.99263089269,41439.31648377039,
634,634,634,2022-01-07 14:30:00,41857.99000000,42020.04000000,41587.52000000,41980.01000000,803.30576000,41959.507498816514,42050.538639276754,42195.08192147701,42533.009840461214,43291.55858458026,42296.929665256095,41413.253518133795,
635,635,635,2022-01-07 14:45:00,41980.01000000,42132.98000000,41874.39000000,41894.40000000,669.79370000,41947.66977175896,42035.66829267897,42183.29047357595,42520.364101046136,43277.65650911181,42273.48819033527,41389.81204321297,
636,636,636,2022-01-07 15:00:00,41894.40000000,41915.36000000,41516.38000000,41576.89000000,632.98183000,41880.255267802786,41991.975121947646,42159.51006284748,42501.681445579874,43260.7334592699,42252.99194848031,41369.31580135801,
637,637,637,2022-01-07 15:15:00,41576.89000000,41681.05000000,41425.12000000,41580.95000000,532.47715000,41825.83612820228,41952.82987223835,42136.821432931894,42483.4491397268,43244.01919599358,42235.63392047223,41351.95777334993,
