,date,open,high,low,close,volume
0,2021-01-01 00:00:00,28923.63000000,29017.50000000,28690.17000000,28836.63000000,1320.68874800
1,2021-01-01 00:30:00,28836.63000000,29031.34000000,28836.62000000,28995.13000000,991.12269700
2,2021-01-01 01:00:00,28995.13000000,29417.87000000,28960.35000000,29385.39000000,3449.11844400
3,2021-01-01 01:30:00,29387.07000000,29470.00000000,29311.75000000,29409.99000000,1953.95002700
4,2021-01-01 02:00:00,29410.00000000,29465.26000000,29201.78000000,29298.86000000,1244.62477600
5,2021-01-01 02:30:00,29298.87000000,29341.21000000,29120.03000000,29194.65000000,1139.60678400
6,2021-01-01 03:00:00,29195.25000000,29311.00000000,29150.02000000,29215.84000000,692.38814300
7,2021-01-01 03:30:00,29216.03000000,29367.00000000,29190.83000000,29278.40000000,768.95693400
8,2021-01-01 04:00:00,29278.41000000,29395.00000000,29278.40000000,29332.81000000,871.91533900
9,2021-01-01 04:30:00,29332.81000000,29373.60000000,29029.40000000,29220.31000000,1166.13146400
10,2021-01-01 05:00:00,29220.31000000,29235.28000000,29084.11000000,29161.28000000,873.50362900
11,2021-01-01 05:30:00,29161.28000000,29213.40000000,29113.80000000,29187.01000000,596.45263300
12,2021-01-01 06:00:00,29187.01000000,29270.00000000,29100.00000000,29100.00000000,663.32546700
13,2021-01-01 06:30:00,29100.00000000,29205.76000000,29077.32000000,29174.35000000,757.40082400
14,2021-01-01 07:00:00,29174.35000000,29191.98000000,28806.54000000,29018.83000000,1729.83982400
15,2021-01-01 07:30:00,29018.83000000,29100.96000000,29000.00000000,29092.83000000,650.34109400
16,2021-01-01 08:00:00,29092.84000000,29178.03000000,28872.24000000,29033.90000000,1170.22345000
17,2021-01-01 08:30:00,29033.93000000,29122.00000000,28931.32000000,29000.01000000,837.94228900
18,2021-01-01 09:00:00,29000.01000000,29236.03000000,28970.00000000,29181.07000000,1092.37616200
19,2021-01-01 09:30:00,29181.06000000,29307.73000000,29174.47000000,29202.21000000,929.67986000
20,2021-01-01 10:00:00,29202.21000000,29344.97000000,29152.88000000,29221.71000000,1114.27812600
21,2021-01-01 10:30:00,29221.70000000,29311.00000000,29200.01000000,29223.82000000,829.97771500
22,2021-01-01 11:00:00,29223.82000000,29375.96000000,29212.44000000,29366.35000000,1290.24742800
23,2021-01-01 11:30:00,29368.93000000,29402.57000000,29238.49000000,29313.49000000,1018.98028900
24,2021-01-01 12:00:00,29313.49000000,29448.00000000,29186.63000000,29443.65000000,1119.54677000
25,2021-01-01 12:30:00,29443.65000000,29600.00000000,29150.00000000,29233.49000000,3072.36839100
26,2021-01-01 13:00:00,29233.49000000,29420.00000000,29200.00000000,29389.36000000,1225.47501000
27,2021-01-01 13:30:00,29389.36000000,29470.00000000,29354.70000000,29464.79000000,985.82328000
28,2021-01-01 14:00:00,29464.79000000,29530.00000000,29356.05000000,29415.94000000,1497.12829500
29,2021-01-01 14:30:00,29415.95000000,29440.12000000,29266.15000000,29327.84000000,1115.54387500
30,2021-01-01 15:00:00,29327.83000000,29391.00000000,29223.00000000,29297.04000000,1251.69247900
31,2021-01-01 15:30:00,29297.03000000,29297.04000000,29030.14000000,29188.67000000,1527.37141500
32,2021-01-01 16:00:00,29188.67000000,29325.00000000,29125.00000000,29277.11000000,863.65672000
33,2021-01-01 16:30:00,29277.11000000,29360.00000000,29249.23000000,29300.57000000,626.67276400
34,2021-01-01 17:00:00,29300.79000000,29339.76000000,29230.00000000,29277.25000000,678.96773700
35,2021-01-01 17:30:00,29277.24000000,29277.24000000,28937.00000000,29079.64000000,1826.00936200
36,2021-01-01 18:00:00,29077.59000000,29259.98000000,28984.85000000,29021.88000000,1408.47239000
37,2021-01-01 18:30:00,29021.88000000,29103.18000000,28624.57000000,29072.70000000,2817.95765100
38,2021-01-01 19:00:00,29072.70000000,29125.31000000,28950.00000000,29055.08000000,999.78578100
39,2021-01-01 19:30:00,29055.08000000,29125.32000000,29002.10000000,29029.04000000,629.44294000
40,2021-01-01 20:00:00,29029.04000000,29245.17000000,28880.37000000,29212.62000000,1139.46515300
41,2021-01-01 20:30:00,29212.62000000,29279.72000000,29146.60000000,29200.96000000,699.08392900
