,level_0,index,date,open,high,low,close,volume,ema10,ema20,ema50,ema100,ema200,vc,vwap21,vwap50,vwap100,vwap200,upper,lower,signal
403,403,403,2023-05-17 19:00:00,27099.08000000,27447.29000000,27099.07000000,27385.09,4016.4588,26996.359711445384,26965.06729623013,27008.896435338604,27050.27118084424,27254.16032224082,109991085.719292,26942.3818992676,27025.7734160711,27073.2208884733,27133.4152447527,27444.68052757747,26791.4998892118,
404,404,404,2023-05-17 20:00:00,27385.09000000,27467.02000000,27274.45000000,27340.59,2209.3942,27058.94703663713,27000.83136325583,27021.90402610964,27056.020068352274,27255.020319034444,60406140.97057801,26963.682263819,27027.2530877048,27078.3378294332,27130.344561079,27466.246449692764,26813.06581132709,
405,405,405,2023-05-17 21:00:00,27340.60000000,27500.00000000,27275.00000000,27364.96,1881.97764,27114.585757248562,27035.510281040988,27035.357201556322,27062.13769076114,27256.11424620823,51500242.8394944,26979.3022527445,27030.2001627053,27083.1592560232,27128.5065210444,27486.793782739274,26833.6131443736,
406,406,406,2023-05-17 22:00:00,27364.96000000,27388.88000000,27301.12000000,27333.73,973.19375,27154.43016502155,27063.912159037085,27047.058095612938,27067.51575629062,27256.886542265864,26601015.2001875,26979.3085451056,27031.273770838,27089.1791737297,27125.3582014708,27505.75722958748,26852.57659122181,
407,407,407,2023-05-17 23:00:00,27333.72000000,27431.00000000,27333.72000000,27405.61,1145.21587,27200.099225926722,27096.454810557363,27061.118954608508,27074.210691809618,27258.366377666207,31385339.4990307,26989.7718360643,27034.0487489743,27094.4167242081,27124.3255174693,27522.623627344317,26869.442988978644,
408,408,408,2023-05-18 00:00:00,27405.62000000,27485.33000000,27354.15000000,27357.42,1554.65732,27228.70300303095,27121.308638123326,27072.73860344739,27079.8187969223,27259.351985848632,42531413.259314395,27002.6710153192,27037.2552406533,27098.2497668822,27120.9326608572,27536.94585635415,26883.765217988475,
409,409,409,2023-05-18 01:00:00,27357.42000000,27392.55000000,27306.59000000,27323.21,963.18663,27245.88609338896,27140.53733925444,27082.561011155332,27084.638424706016,27259.987388974518,26317350.5606823,27009.2796152954,27038.574817222,27100.7629527377,27119.2181023071,27548.35224138212,26895.171603016446,
410,410,410,2023-05-18 02:00:00,27323.21000000,27388.86000000,27286.58000000,27349.32,1112.44294,27264.69225822733,27160.421402182586,27093.022147972773,27089.87964401877,27260.876270676265,30424557.947800796,27019.0691677397,27039.8377047667,27103.5726232661,27118.0412958248,27556.5519512123,26903.371312846626,
411,411,411,2023-05-18 03:00:00,27349.32000000,27378.90000000,27331.90000000,27365.69,1163.73376,27283.055484004173,27179.97079245091,27103.71500491502,27095.341235226315,27261.9191933561,31846377.3186944,27029.6893710336,27045.6148241659,27107.560839477,27116.0040340716,27561.337241356912,26908.15660299124,
412,412,412,2023-05-18 04:00:00,27365.69000000,27367.09000000,27300.00000000,27302.62,803.62547,27286.612668730686,27191.651669360348,27111.515200800703,27099.445765221833,27262.32417650679,21941080.829731397,27046.3959516335,27047.878151837,27112.7573857944,27114.2251293452,27562.58352592341,26909.40288755774,
413,413,413,2023-05-18 05:00:00,27302.62000000,27318.63000000,27217.01000000,27220.16,1187.68354,27274.530365325103,27194.366748468885,27115.77578116146,27101.83614610853,27261.90463246195,32328935.9881664,27065.1033969291,27049.409401189,27116.1543071717,27113.6261864732,27560.24820247927,26907.067564113597,
414,414,414,2023-05-18 06:00:00,27220.16000000,27250.00000000,27152.29000000,27210.88,1481.05219,27262.957571629628,27195.939439090893,27119.505358370818,27103.995430344003,27261.39692467626,40300733.41582721,27075.1493088361,27051.9286457541,27118.7240219848,27112.9345977791,27554.368916313393,26901.18827794772,
415,415,415,2023-05-18 07:00:00,27210.89000000,27454.14000000,27200.00000000,27391.61,2215.54298,27286.34892224242,27214.574730606048,27130.176128630785,27109.69076835699,27262.692577167047,60687289.24639781,27098.4998026899,27061.5050038031,27124.2826725847,27113.8759769547,27545.061595493975,26891.8809571283,
416,416,416,2023-05-18 08:00:00,27391.61000000,27440.01000000,27346.45000000,27388.54,1700.75228,27304.929118198343,27231.14285150071,27140.308045155067,27115.21253532022,27263.944790329562,46581121.8508712,27154.2977386836,27068.5351732038,27128.6034423418,27112.4298095017,27532.518192205484,26879.33755383981,
417,417,417,2023-05-18 09:00:00,27388.53000000,27430.00000000,27354.63000000,27405.0,1177.10188,27323.12382398046,27247.70067516731,27150.688121815652,27120.950900957443,27265.348324754144,32258477.021399997,27188.4985004795,27069.5873686975,27131.5553858182,27111.3453362767,27517.00371095264,26863.823072586965,
418,418,418,2023-05-18 10:00:00,27405.00000000,27423.74000000,27334.02000000,27347.86,1060.68169,27327.621310529466,27257.23965848471,27158.420352332683,27125.444150443433,27266.169336448136,29007374.362683397,27221.1930820991,27070.5340821007,27134.3009583666,27110.2417781291,27498.851863123393,26845.67122475772,
419,419,419,2023-05-18 11:00:00,27347.86000000,27400.00000000,27342.62000000,27398.97,994.18461,27340.593799524107,27270.737786248068,27167.853671849047,27130.8605039,27267.490736085467,27239634.3038517,27262.8111632722,27074.3016963823,27136.8945085465,27108.5697595883,27478.45861086944,26825.277972503765,
420,420,420,2023-05-18 12:00:00,27398.97000000,27472.14000000,27226.33000000,27237.02,2455.64136,27321.76219961063,27267.52656851016,27170.566076874577,27132.962672139605,27267.187544681634,66884352.8351472,27280.7637492949,27080.9488042832,27139.4399333678,27107.9482423163,27456.272971243066,26803.092332877393,
421,421,421,2023-05-18 13:00:00,27237.02000000,27283.00000000,27180.17000000,27257.21,2118.36446,27310.025436045064,27266.544038175856,27173.963877781458,27135.42301526555,27267.08826563008,57740704.94275659,27299.3559797313,27086.0764582887,27142.2301885701,27107.5408135292,27432.78472982782,26779.604091462148,
422,422,422,2023-05-18 14:00:00,27257.21000000,27404.51000000,27021.95000000,27244.99,3841.20211,27298.200811309594,27264.4912726353,27176.749215907676,27137.59265852762,27266.868382389977,104653513.07492891,27310.9285651518,27094.2863608311,27146.1414762102,27107.1754386017,27408.50911621749,26755.328477851817,
423,423,423,2023-05-18 15:00:00,27245.00000000,27300.00000000,27045.10000000,27086.77,2964.70782,27259.75884561694,27247.565437146222,27173.220619205415,27136.586269249845,27265.076358684604,80304358.8375414,27307.1101792812,27096.3818099969,27146.4376252241,27105.6627470752,27383.968953201907,26730.788314836234,
424,424,424,2023-05-18 16:00:00,27086.78000000,27118.36000000,26981.56000000,27069.56,2607.92394,27225.17723732295,27230.61253837039,27169.155496883635,27135.259016393415,27263.130922279783,70595353.56926641,27280.9193290522,27098.477641654,27146.6363361941,27103.5676548221,27359.675228421158,26706.494590055485,
425,425,425,2023-05-18 17:00:00,27069.55000000,27090.58000000,26361.20000000,26488.99,7917.59124,27091.32501235514,27159.981820430352,27142.482340143102,27122.461610128197,27255.428027530732,209728995.1804476,27125.9837786365,27044.8520366536,27116.4819834367,27089.423105316,27336.107376041553,26682.92673767588,buy
426,426,426,2023-05-18 18:00:00,26489.00000000,26653.40000000,26409.77000000,26617.62,4334.33737,27005.19682829057,27108.3283137227,27121.899503274744,27112.4647465613,27249.08167899809,115369745.0664594,27065.371557769,27024.459927618,27104.5163588998,27082.6795669513,27313.694737783197,26660.514099417524,buy
427,427,427,2023-05-18 19:00:00,26617.62000000,26847.99000000,26572.71000000,26734.01,2789.36175,26955.89013223774,27072.678950511014,27106.688150205147,27104.970593164046,27243.956587664776,74570824.9181175,27039.3685254155,27014.8207225121,27098.8621048443,27078.4058667708,27292.800664883976,26639.620026518303,
428,428,428,2023-05-18 20:00:00,26734.01000000,26771.53000000,26691.20000000,26720.63,1111.68683,26913.115562739968,27039.150479033775,27091.548614902986,27097.359888348914,27238.74935793677,29704972.460302904,27022.3834497954,27010.7091621403,27097.4957098961,27050.9599452429,27273.71052403795,26620.529885672277,
429,429,429,2023-05-18 21:00:00,26720.63000000,27065.27000000,26720.63000000,26917.24,2155.55537,26913.865460423607,27027.539957221034,27084.712982946006,27093.793157886557,27235.55025984785,58021601.227578804,27006.1882916524,27009.5134103069,27096.2315388523,27032.3036416453,27256.62451007398,26603.443871708307,
430,430,430,2023-05-18 22:00:00,26917.24000000,26948.14000000,26843.93000000,26891.75,792.82654,26909.844467619314,27014.60758034284,27077.145807144203,27089.792303274942,27232.12936173991,21320493.107045002,26997.5752184432,27009.051354694,27096.1713952769,27023.4603877841,27241.6556994429,26588.475061077228,
431,431,431,2023-05-18 23:00:00,26891.74000000,26894.92000000,26817.48000000,26821.28,694.80735,26893.741837143072,26996.195429834,27067.111853922863,27084.475227962568,27228.041308389264,18635622.480408,26986.3001328075,27007.6169403564,27096.2219463767,27015.2755681875,27228.83326901614,26575.652630650467,
432,432,432,2023-05-19 00:00:00,26821.28000000,26929.04000000,26799.28000000,26885.47,858.88397,26892.23786675342,26985.65015080219,27059.9886439651,27080.53453037915,27224.63263865405,23091499.2089159,26974.6326742743,27006.5482060853,27095.7739403186,27006.0070955503,27218.110324277885,26564.92968591221,
433,433,433,2023-05-19 01:00:00,26885.47000000,26914.64000000,26749.33000000,26809.99,971.75973,26877.28370916189,26968.92061263055,27050.184775574315,27075.1772129459,27220.506841254508,26052868.6437027,26965.3093919651,27004.3573186179,27094.8548679046,26979.8236942556,27209.3753908713,26556.194752505628,
434,434,434,2023-05-19 02:00:00,26810.00000000,26849.21000000,26762.77000000,26802.05,768.22407,26863.604852950637,26953.0281733324,27040.454000061596,27069.768753283603,27216.343091590286,20589979.9353435,26955.7985978612,27001.712077859,27094.1056588918,26975.2034852481,27202.46636703223,26549.285728666557,
435,435,435,2023-05-19 03:00:00,26802.05000000,26874.59000000,26769.35000000,26834.73,686.05386,26858.354879686885,26941.761680634077,27032.386392216045,27065.114520545314,27212.545946400336,18410070.0985578,26945.3762160784,26997.1912393532,27093.6758642046,26966.6802781618,27197.185632275043,26544.00499390937,
436,436,436,2023-05-19 04:00:00,26834.73000000,26876.25000000,26812.03000000,26875.0,567.94706,26861.381265198357,26935.403425335593,27026.214376835025,27061.34987657412,27209.187280267,15263577.237499999,26921.212958584,26995.7771610894,27096.5453947755,26958.3317846875,27193.31505671855,26540.134418352878,
437,437,437,2023-05-19 05:00:00,26874.99000000,26888.82000000,26827.28000000,26876.45,613.86669,26864.12103516229,26929.78881339887,27020.341264017967,27057.68849287958,27205.876461557877,16498557.4004505,26901.3905789381,26994.4367229344,27093.4560348332,26952.4151275067,27190.629832149694,26537.44919378402,
438,438,438,2023-05-19 06:00:00,26876.44000000,26938.49000000,26866.05000000,26902.72,1116.97452,26871.139028769147,26927.210831170407,27015.72866542903,27054.619809852262,27202.85997935332,30049652.7586944,26887.1154026101,26992.8288975678,27091.2402003908,26949.1148431893,27188.910312433767,26535.729674068094,
439,439,439,2023-05-19 07:00:00,26902.72000000,26960.24000000,26844.04000000,26851.38,1597.05942,26867.546478083845,26919.988847249413,27009.28361972593,27050.595259162117,27199.362666125926,42883249.3689996,26874.1080516492,26990.4290040006,27087.8668648553,26946.1345164912,27187.951362484666,26534.770724118993,
440,440,440,2023-05-19 08:00:00,26851.39000000,26926.61000000,26834.32000000,26886.52,844.68404,26870.996209341327,26916.801337987563,27004.469360128835,27047.346244129203,27196.249803776416,22710614.3351408,26861.878151936,26989.4441036747,27084.8837774267,26943.1830820469,27187.569027694146,26534.388389328473,
441,441,441,2023-05-19 09:00:00,26886.53000000,26906.73000000,26819.00000000,26842.18,911.71229,26865.75689855199,26909.69454389351,26998.10507149633,27043.28354622565,27192.72672115178,24472345.3963922,26838.5536638403,26991.6750892234,27079.6295929521,26941.1354635288,27187.60461238039,26534.423974014717,
442,442,442,2023-05-19 10:00:00,26842.18000000,26876.66000000,26790.72000000,26823.08,1055.88297,26857.99746245163,26901.44553971318,26991.24134320236,27038.92307996376,27189.048644324397,28322033.3749476,26815.5145098452,26993.9866832586,27068.0759520349,26939.0725174259,27187.92647037916,26534.745832013487,
443,443,443,2023-05-19 11:00:00,26823.08000000,26878.88000000,26798.54000000,26855.89,1023.64289,26857.614287460423,26897.106916883353,26985.933447390504,27035.298662538735,27185.733632938085,27490840.8531221,26771.3108427261,26993.6294927624,27063.9468088675,26935.4856729552,27188.429950008802,26535.24931164313,
444,444,444,2023-05-19 12:00:00,26855.90000000,26988.20000000,26855.89000000,26909.94,1400.69728,26867.128053376706,26898.329115275417,26982.95331219872,27032.816312785493,27182.989417684974,37692679.7629632,26750.0289568215,26993.8572280152,27059.5339636364,26933.6365032393,27189.035998117703,26535.85535975203,
445,445,445,2023-05-19 13:00:00,26909.93000000,26955.00000000,26843.20000000,26865.46,1042.98471,26866.82477094458,26895.198723344423,26978.345731328183,27029.5023263937,27179.829920991593,28020264.007116597,26728.591974951,27006.540303978,27055.2774431325,26931.6277364988,27189.68892252875,26536.508284163076,
446,446,446,2023-05-19 14:00:00,26865.47000000,26865.47000000,26762.31000000,26835.33,1409.69993,26861.098448954654,26889.496940168763,26972.7372712761,27025.65732983145,27176.402061081233,37829762.8225269,26805.1393591555,27011.5016907316,27050.8999255146,26929.6219914126,27190.35375436204,26537.173115996367,
447,447,447,2023-05-19 15:00:00,26835.34000000,27183.60000000,26630.00000000,26883.65,6876.15325,26865.198730962897,26888.940088724117,26969.243652794685,27022.845303498154,27173.48910524958,184856097.31936252,26851.3190079373,27009.4917378945,27041.8370165154,26926.9597960095,27191.013560030304,26537.83292166463,
448,448,448,2023-05-19 16:00:00,26883.65000000,26961.34000000,26801.56000000,26837.72,1752.64044,26860.202598060554,26884.061985036104,26964.085862489013,27019.17945590413,27170.148119127694,47036873.3893968,26862.056809515,27013.3299769817,27037.6501075987,26923.4586943717,27191.666945673907,26538.486307308234,
449,449,449,2023-05-19 17:00:00,26837.73000000,26973.56000000,26825.00000000,26919.17,1328.47539,26870.923943867725,26887.405605508855,26962.324456116898,27017.1990706387,27167.650824410008,35761454.8642263,26870.2440745592,27015.5109320095,27034.0873965453,26921.5676571169,27192.325890424705,26539.145252059032,
450,450,450,2023-05-19 18:00:00,26919.16000000,26937.62000000,26872.83000000,26890.8,910.10451,26874.537772255408,26887.728881174677,26959.519575484865,27014.69611874486,27164.896089838763,24473438.357508,26867.210317588,27016.5700602649,27027.477122621,26919.9425163855,27193.013951081954,26539.83331271628,
451,451,451,2023-05-19 19:00:00,26890.80000000,26890.81000000,26780.73000000,26834.46,1018.50532,26867.250904572604,26882.655654396134,26954.61527840703,27011.12708669051,27161.608168546838,27331040.269327197,26865.2864333389,27012.1542708066,27023.5113066376,26918.3586616091,27193.76480683209,26540.584168466416,
452,452,452,2023-05-19 20:00:00,26834.47000000,26875.81000000,26807.73000000,26831.04,599.06929,26860.66710374122,26877.739877786982,26949.769189057733,27007.561005765947,27158.31893303891,16073652.0827616,26865.6541905632,27008.4305209924,27016.9142496039,26913.7354901767,27194.621061425765,26541.440423060092,
453,453,453,2023-05-19 21:00:00,26831.03000000,26906.13000000,26826.57000000,26906.12,556.46863,26868.931266697356,26880.442746569177,26948.057456153507,27005.552272978504,27155.80949091912,14972411.735015599,26865.8574416808,26989.5902506804,27006.8593323776,26910.2858140668,27195.63319102967,26542.452552663995,
454,454,454,2023-05-19 22:00:00,26906.13000000,26921.21000000,26862.18000000,26871.15,454.80868,26869.334672752382,26879.5577230864,26945.04147748082,27002.890841830413,27152.97705817366,12221232.261582,26867.9940699642,26979.4221512338,27002.6257688947,26907.4605918967,27196.858515656164,26543.67787729049,
455,455,455,2023-05-19 23:00:00,26871.15000000,26900.00000000,26864.03000000,26880.26,387.8365,26871.32109588831,26879.62460660198,26942.501027383532,27000.46250832882,27150.26345560477,10425145.957489999,26870.1128399915,26969.8802392116,26999.5853884126,26905.023304967,27198.3600763047,26545.179437939027,
456,456,456,2023-05-20 00:00:00,26880.26000000,26908.42000000,26825.11000000,26845.71,564.98609,26866.664532999523,26876.39464406846,26938.705300819474,26997.3981022233,27147.23307296194,15167452.7261739,26870.5156666135,26964.5546698686,26997.5614393689,26903.2897612366,27200.205314274295,26547.024675908622,
457,457,457,2023-05-20 01:00:00,26845.71000000,26885.86000000,26845.54000000,26858.98,270.6386,26865.267345181426,26874.73610653813,26935.5788184344,26994.657149704024,27144.364883181224,7269076.744628,26870.2954045574,26957.7811338384,26995.8460573718,26903.1780081255,27202.464469802806,26549.283831437133,
458,458,458,2023-05-20 02:00:00,26858.98000000,26870.05000000,26832.36000000,26839.63,327.99884,26860.606009693893,26871.39266782021,26931.816119672265,26991.587305155426,27141.332695288875,8803367.5060292,26869.7517596936,26949.271077048,26993.7110877749,26902.5586761178,27205.208641675566,26552.028003309893,
459,459,459,2023-05-20 03:00:00,26839.63000000,26874.74000000,26839.62000000,26865.58,318.51343,26861.51037156773,26870.839080408765,26929.218624783156,26989.092110993934,27138.588887375554,8557048.034739401,26868.2041134446,26944.241898826,26991.9629094149,26902.991703499,27208.50747638785,26555.326838022178,
460,460,460,2023-05-20 04:00:00,26865.59000000,26873.63000000,26851.11000000,26873.63,337.53628,26863.713940373593,26871.104882274598,26927.038678713227,26986.80573255841,27135.952480535998,9070825.1002964,26869.4309973044,26938.0106562518,26989.6623154131,26902.5350115709,27212.426484481595,26559.245846115922,
461,461,461,2023-05-20 05:00:00,26873.62000000,26873.63000000,26840.00000000,26869.36,358.13357,26864.7404966693,26870.93870301035,26924.77676974408,26984.480074487947,27133.299819038126,9622819.8204152,26868.7997248984,26931.077888084,26988.490114906,26902.2974083515,27217.02401296829,26563.843374602617,
462,462,462,2023-05-20 06:00:00,26869.36000000,26870.00000000,26835.10000000,26854.04,530.4636,26862.794951820335,26869.32930272365,26922.002778773724,26981.89710271591,27130.521114371084,14245090.732944002,26869.5295743205,26926.5557581339,26987.3915776357,26902.2098488921,27222.347936442282,26569.16729807661,
463,463,463,2023-05-20 07:00:00,26854.05000000,26857.21000000,26840.00000000,26854.98,338.19574,26861.374051489365,26867.962702464254,26919.374434508085,26979.38389276114,27127.77941174053,9082239.8337852,26871.5529425771,26921.5308851054,26986.0627983753,26901.8480532321,27228.43216520828,26575.251526842607,
464,464,464,2023-05-20 08:00:00,26854.98000000,26917.38000000,26854.97000000,26908.98,465.98316,26870.0296784913,26871.86911175337,26918.966809625417,26977.989756270817,27125.602303165997,12539131.532776799,26873.1281805284,26915.5965075066,26985.2068548997,26901.3905821762,27235.293105306184,26582.11246694051,
465,465,465,2023-05-20 09:00:00,26908.99000000,26913.53000000,26869.96000000,26880.31,566.81186,26871.898827856516,26872.673005872097,26917.450856306776,26976.055503671392,27123.16158373151,15236078.508476602,26870.8019924033,26900.5772578615,26984.3971159215,26901.467828329,27242.926240592795,26589.74560222712,
466,466,466,2023-05-20 10:00:00,26880.31000000,26902.68000000,26874.88000000,26887.08,424.02931,26874.65904097351,26874.045100550946,26916.259842333962,26974.29361250958,27120.812513246623,11400909.9803148,26871.4320846243,26888.686172809,26983.6519116006,26904.5212110218,27251.303038129285,26598.12239976361,
467,467,467,2023-05-20 11:00:00,26887.08000000,26904.11000000,26871.78000000,26880.06,379.04245,26875.64103352378,26874.617948117524,26914.840240673806,26972.427600380677,27118.416965851135,10188683.798547,26874.3182784043,26879.8913449577,26980.2777409886,26907.9834542494,27260.368401635027,26607.187763269354,
468,468,468,2023-05-20 12:00:00,26880.05000000,26945.66000000,26880.05000000,26895.77,656.69076,26879.300845610363,26876.63242924919,26914.09238809836,26970.90962809591,27116.2015731561,17662203.6420852,26870.3269282779,26872.8560340988,26977.3664266539,26910.4381443916,27270.038910205858,26616.858271840185,
469,469,469,2023-05-20 13:00:00,26895.77000000,26916.76000000,26875.51000000,26889.11,627.69597,26881.08432822666,26877.820769320697,26913.11268660431,26969.28983348015,27113.941955512757,16878185.9838867,26876.3625045427,26865.3914697309,26975.6472565554,26921.307177957,27280.202077623915,26627.021439258242,
470,470,470,2023-05-20 14:00:00,26889.12000000,26928.23000000,26889.11000000,26920.01,540.29829,26888.161723094538,26881.838791290153,26913.38316948257,26968.313995193414,27112.012284313627,14544835.369782899,26873.2322968081,26852.1696930933,26974.9350278725,26931.802153694,27290.716848683493,26637.53621031782,
471,471,471,2023-05-20 15:00:00,26920.02000000,26976.00000000,26891.60000000,26945.66,767.49336,26898.615955259163,26887.917001643473,26914.64892754208,26967.865401229184,27110.357037703543,20680615.1308176,26877.0068255936,26840.1543193585,26974.0412148312,26938.4207473505,27301.415510965708,26648.234872600035,
472,472,472,2023-05-20 16:00:00,26945.67000000,26948.19000000,26913.25000000,26918.46,424.56655,26902.22396339386,26890.825858629807,26914.798381363962,26966.88707645237,27108.44761444281,11428677.693513,26883.1634581919,26815.6177127417,26972.7621435264,26942.5332642084,27312.10714209664,26658.926503730967,
473,473,473,2023-05-20 17:00:00,26918.46000000,27146.22000000,26917.69000000,27139.45,1493.95747,26945.355970049517,26914.50434828411,26923.608248761455,26970.30416404737,27108.75609589114,40545184.0591915,26921.5345695724,26810.3313547743,26974.366462717,26947.8604087242,27322.582633276,26669.401994910328,
474,474,474,2023-05-20 18:00:00,27139.46000000,27150.00000000,27027.14000000,27029.05,2061.90664,26960.573066404148,26925.41345797134,26927.743219398264,26971.467447927622,27107.963000409636,55731377.667892,26940.2589340761,26806.5804965416,26975.0348559881,26951.2097981612,27332.62123052857,26679.440592162897,
475,475,475,2023-05-20 19:00:00,27029.04000000,27073.61000000,26969.55000000,27063.03,940.38514,26979.201599785207,26938.519795307402,26933.048583343432,26973.28056777064,27107.515905878197,25449671.255374197,26951.7493157674,26858.5475907797,26974.9718778908,26953.8871280326,27341.99841830265,26688.817779936977,
476,476,476,2023-05-20 20:00:00,27063.04000000,27091.95000000,27004.16000000,27011.29,575.07562,26985.035854369715,26945.450290992412,26936.11687419271,26974.033229794983,27106.558434177918,15533534.343749799,26956.5268514542,26881.5256305758,26974.3745312473,26957.7357849367,27350.494841089316,26697.314202723643,
477,477,477,2023-05-20 21:00:00,27011.29000000,27055.69000000,26967.18000000,27033.03,580.97902,26993.762062666126,26953.791215659803,26939.91738893025,26975.20148267033,27105.826807967194,15705623.277030598,26964.7706095131,26892.1395520226,26973.5321613402,26962.3375861808,27357.905826839647,26704.725188473974,
478,478,478,2023-05-20 22:00:00,27033.02000000,27068.06000000,27011.31000000,27067.32,314.66996,27007.136233090467,26964.60348083506,26944.913569756518,26977.025611726363,27105.443655649113,8517272.5017072,26969.4443040099,26897.4523707971,26972.9351719691,26971.6352487956,27364.05095481918,26710.870316453507,
479,479,479,2023-05-20 23:00:00,27067.31000000,27129.36000000,27045.73000000,27102.43,568.49547,27024.462372528564,26977.729815993625,26951.09068466803,26979.5088669397,27105.41366902574,15407608.680992099,26978.3495399974,26899.1059431826,26973.8018349496,26976.725258097,27368.783018176448,26715.602379810774,
480,480,480,2023-05-21 00:00:00,27102.42000000,27277.55000000,27063.09000000,27237.75,1460.27722,27063.24194115973,27002.49364304185,26962.332226445753,26984.622552742876,27106.73044843842,39774665.849055,27007.1238541085,26910.1404517787,26976.7199009147,26983.0374888998,27371.99568846871,26718.815050103036,
481,481,481,2023-05-21 01:00:00,27237.76000000,27257.19000000,27150.95000000,27158.79,820.46066,27080.614315494324,27017.379010371194,26970.036452859647,26988.071413084603,27107.248453926593,22282718.7682014,27018.502717033,26915.9849966298,26977.5786045145,26987.7632928025,27373.629215132674,26720.448576767,
482,482,482,2023-05-21 02:00:00,27158.79000000,27191.04000000,27145.59000000,27168.54,544.77241,27096.600803586265,27031.77529509775,26977.82090568868,26991.645048469065,27107.858320056675,14800671.011981402,27027.4635272575,26919.6123406373,26978.2489839289,26992.2394537755,27373.673600526097,26720.492962160424,
483,483,483,2023-05-21 03:00:00,27168.53000000,27191.10000000,27156.60000000,27176.22,367.38889,27111.077021116034,27045.531933659866,26985.601262328342,26995.29999800433,27108.538535777505,9984241.3001958,27037.2929135779,26924.1195718617,26978.5547544113,27009.5379990018,27372.16888187829,26718.988243512616,
484,484,484,2023-05-21 04:00:00,27176.22000000,27176.22000000,27118.00000000,27129.32,462.73225,27114.393926367666,27053.511749501784,26991.237291256642,26997.95385942999,27108.745316516037,12553611.284570001,27044.2221440958,26928.3850874119,26978.2052559079,27016.8915908775,27369.20241040184,26716.021772036165,
485,485,485,2023-05-21 05:00:00,27129.32000000,27138.34000000,27089.74000000,27098.85,668.41698,27111.56775793718,27057.82967812066,26995.457397481874,26999.951802807613,27108.646855655184,18113331.478472997,27050.750662602,26932.4140926625,26976.2619383841,27021.5566752597,27364.903313492854,26711.72267512718,
486,486,486,2023-05-21 06:00:00,27098.84000000,27103.00000000,27065.01000000,27083.85,484.56662,27106.528165584965,27060.30780401393,26998.92377405121,27001.613153247064,27108.400120773043,13123929.651087,27058.1792670712,26934.8150513654,26976.0577810633,27024.3975299257,27359.43461470268,26706.253976337008,
487,487,487,2023-05-21 07:00:00,27083.85000000,27083.86000000,27047.88000000,27054.99,573.34622,27097.15759002406,27059.801346488795,27001.122449578615,27002.670120509498,27107.868676785252,15511876.248637801,27062.7976660367,26937.1896756791,26975.9076599462,27025.3904681857,27352.98372094586,26699.803082580187,
488,488,488,2023-05-21 08:00:00,27055.00000000,27072.67000000,27025.74000000,27042.87,503.95228,27087.287119110595,27058.18883729939,27002.759608418673,27003.46615772713,27107.221923782417,13628315.9942436,27066.633800881,26939.299533577,26975.7323360092,27026.3438224124,27345.75212791791,26692.571489552236,
489,489,489,2023-05-21 09:00:00,27042.88000000,27077.22000000,27030.00000000,27077.21,486.32887,27085.454915635943,27060.00037660421,27005.67923161794,27004.92643183154,27106.92329767513,13168428.9420527,27074.319810155,26944.1952815319,26975.9853370258,27028.3539931202,27337.94522126748,26684.764582901807,
490,490,490,2023-05-21 10:00:00,27077.22000000,27085.81000000,26890.39000000,26955.0,1582.39716,27061.735840065772,27050.00034073714,27003.691810770182,27003.937789617055,27105.4116230714,42653515.4478,27069.8472550914,26945.7216729662,26975.5962938792,27028.806828657,27329.762963926987,26676.582325561314,
491,491,491,2023-05-21 11:00:00,26954.99000000,26955.00000000,26776.23000000,26829.94,2524.77054,27019.591141871995,27029.042213047887,26996.87801426939,27000.492288832556,27102.67061189656,67739442.1019676,27041.0256092468,26941.2969504269,26975.1440276377,27027.4264285217,27321.39208210711,26668.21144374144,
492,492,492,2023-05-21 12:00:00,26829.93000000,26949.82000000,26803.58000000,26930.01,1672.18181,27003.30366153163,27019.610573709993,26994.255739200005,26999.096599944784,27100.95259585779,45031872.8651181,27035.1419758989,26943.63335424,26977.1750044253,27027.3395154116,27313.00013153835,26659.819493172676,
493,493,493,2023-05-21 13:00:00,26930.00000000,26935.79000000,26888.07000000,26890.69,637.30013,26982.82845034406,27007.33242383285,26990.194337662753,26996.949934599343,27098.86043072488,17137440.2327897,27032.9416445,26944.8805951802,26977.461832138,27028.1310483636,27304.731583994042,26651.55094562837,
494,494,494,2023-05-21 14:00:00,26890.69000000,26972.21000000,26881.00000000,26898.32,850.35544,26967.46327755423,26996.950288229724,26986.591422460293,26994.996866587473,27096.86500355349,22873132.7388608,27018.295815804,26945.0910889268,26977.8523790954,27028.6253929393,27296.70585918267,26643.525220817,
495,495,495,2023-05-21 15:00:00,26898.32000000,26977.00000000,26811.00000000,26898.97,1138.95152,26955.009954362555,26987.618832207845,26983.155288246162,26993.09534447683,27094.895899040523,30636622.767934404,27009.3937893362,26945.7769284847,26986.1963238951,27028.9350050888,27289.017064040636,26635.836425674963,
496,496,496,2023-05-21 16:00:00,26898.97000000,26916.81000000,26851.65000000,26886.43,707.36867,26942.54087175118,26977.981800569003,26979.362139687488,26990.983159437685,27092.82161148788,19018618.2301481,27001.552357552,26948.372956481,26990.4932442936,27029.2010420466,27281.73510119286,26628.554462827185,
