,date,open,high,low,close,volume
0,2021-01-01 00:00:00,736.42000000,739.00000000,730.03000000,731.14000000,10679.63623000
1,2021-01-01 00:15:00,731.14000000,732.28000000,729.33000000,731.60000000,6954.72694000
2,2021-01-01 00:30:00,731.55000000,734.29000000,731.45000000,733.54000000,4958.21322000
3,2021-01-01 00:45:00,733.54000000,735.59000000,732.38000000,734.07000000,5340.12245000
4,2021-01-01 01:00:00,734.08000000,743.47000000,733.37000000,743.41000000,14643.20784000
5,2021-01-01 01:15:00,743.43000000,743.78000000,739.69000000,742.20000000,10035.33555000
6,2021-01-01 01:30:00,742.19000000,748.50000000,740.81000000,747.26000000,16002.58114000
7,2021-01-01 01:45:00,747.20000000,749.00000000,745.70000000,748.28000000,11655.06326000
8,2021-01-01 02:00:00,748.27000000,749.00000000,743.57000000,744.41000000,9180.88473000
9,2021-01-01 02:15:00,744.45000000,746.67000000,744.31000000,744.96000000,7214.47220000
10,2021-01-01 02:30:00,744.96000000,745.63000000,742.27000000,744.30000000,11133.91229000
11,2021-01-01 02:45:00,744.30000000,746.65000000,743.20000000,744.06000000,5490.23178000
12,2021-01-01 03:00:00,744.06000000,745.80000000,743.10000000,744.19000000,5343.60251000
13,2021-01-01 03:15:00,744.12000000,745.56000000,743.38000000,745.20000000,4055.25528000
14,2021-01-01 03:30:00,745.31000000,747.23000000,744.31000000,745.85000000,4739.32244000
15,2021-01-01 03:45:00,745.86000000,746.88000000,744.68000000,744.82000000,3466.62836000
16,2021-01-01 04:00:00,744.87000000,746.42000000,743.79000000,744.35000000,3245.67022000
17,2021-01-01 04:15:00,744.35000000,747.09000000,744.28000000,745.42000000,5687.65422000
18,2021-01-01 04:30:00,745.42000000,746.14000000,739.30000000,741.57000000,6975.05911000
19,2021-01-01 04:45:00,741.68000000,743.40000000,741.56000000,742.29000000,2885.77069000
20,2021-01-01 05:00:00,742.34000000,743.23000000,739.62000000,742.60000000,5119.61287000
21,2021-01-01 05:15:00,742.62000000,742.88000000,740.62000000,741.39000000,3139.54685000
22,2021-01-01 05:30:00,741.39000000,741.87000000,739.50000000,741.06000000,3681.01297000
23,2021-01-01 05:45:00,741.04000000,742.21000000,740.12000000,740.65000000,3008.09178000
24,2021-01-01 06:00:00,740.72000000,743.25000000,740.72000000,742.03000000,4100.99819000
25,2021-01-01 06:15:00,742.03000000,742.98000000,737.32000000,737.61000000,5796.02685000
26,2021-01-01 06:30:00,737.62000000,739.86000000,737.04000000,739.48000000,3514.64362000
27,2021-01-01 06:45:00,739.43000000,740.24000000,738.00000000,739.97000000,3695.32629000
28,2021-01-01 07:00:00,739.87000000,740.51000000,734.40000000,734.79000000,8448.74643000
29,2021-01-01 07:15:00,734.80000000,739.00000000,734.71000000,735.88000000,6369.80636000
30,2021-01-01 07:30:00,735.88000000,737.86000000,734.86000000,736.89000000,3554.60616000
31,2021-01-01 07:45:00,736.89000000,737.92000000,735.70000000,737.38000000,3251.53050000
32,2021-01-01 08:00:00,737.37000000,738.48000000,732.50000000,733.36000000,9459.66963000
33,2021-01-01 08:15:00,733.36000000,733.50000000,725.10000000,730.27000000,23620.42865000
34,2021-01-01 08:30:00,730.27000000,733.55000000,726.39000000,727.19000000,10360.70295000
35,2021-01-01 08:45:00,727.18000000,731.81000000,726.31000000,730.07000000,9551.24769000
36,2021-01-01 09:00:00,730.07000000,733.27000000,728.77000000,732.00000000,7424.64360000
37,2021-01-01 09:15:00,732.00000000,734.23000000,731.14000000,733.30000000,5757.35234000
38,2021-01-01 09:30:00,733.31000000,734.61000000,732.61000000,733.16000000,5698.70420000
39,2021-01-01 09:45:00,733.14000000,734.77000000,732.96000000,733.68000000,3955.76959000
40,2021-01-01 10:00:00,733.69000000,737.26000000,733.27000000,736.70000000,7045.35734000
41,2021-01-01 10:15:00,736.70000000,736.70000000,734.54000000,735.32000000,6070.17418000
42,2021-01-01 10:30:00,735.33000000,737.89000000,735.11000000,737.39000000,5264.05619000
43,2021-01-01 10:45:00,737.41000000,738.87000000,735.83000000,736.81000000,4516.00940000
44,2021-01-01 11:00:00,736.82000000,738.82000000,736.11000000,738.50000000,6272.44488000
45,2021-01-01 11:15:00,738.51000000,740.98000000,738.00000000,740.60000000,8979.72981000
46,2021-01-01 11:30:00,740.67000000,741.76000000,738.47000000,738.83000000,7370.86361000
47,2021-01-01 11:45:00,738.78000000,739.96000000,737.14000000,738.85000000,6761.06041000
48,2021-01-01 12:00:00,738.85000000,740.00000000,734.62000000,736.28000000,9580.17886000
49,2021-01-01 12:15:00,736.27000000,740.95000000,734.70000000,740.37000000,8563.83128000
50,2021-01-01 12:30:00,740.41000000,743.33000000,738.70000000,740.91000000,16098.27279000
51,2021-01-01 12:45:00,740.90000000,741.34000000,732.12000000,733.19000000,15948.18935000
52,2021-01-01 13:00:00,733.19000000,736.38000000,733.00000000,736.36000000,6774.87974000
53,2021-01-01 13:15:00,736.25000000,738.00000000,735.72000000,737.99000000,4750.65451000
54,2021-01-01 13:30:00,738.00000000,739.59000000,736.43000000,738.14000000,5005.64126000
55,2021-01-01 13:45:00,738.14000000,741.99000000,738.04000000,740.08000000,7012.38811000
56,2021-01-01 14:00:00,740.08000000,742.67000000,737.17000000,739.78000000,7863.50788000
57,2021-01-01 14:15:00,739.76000000,740.79000000,739.29000000,739.87000000,4173.76047000
58,2021-01-01 14:30:00,739.87000000,740.00000000,737.10000000,738.76000000,3994.32703000
59,2021-01-01 14:45:00,738.74000000,738.81000000,736.46000000,738.00000000,6066.77857000
60,2021-01-01 15:00:00,738.01000000,738.73000000,735.78000000,737.10000000,5170.09142000
61,2021-01-01 15:15:00,737.10000000,740.00000000,736.47000000,739.51000000,6612.11279000
62,2021-01-01 15:30:00,739.52000000,739.58000000,733.50000000,734.62000000,9206.80924000
63,2021-01-01 15:45:00,734.59000000,736.99000000,734.35000000,735.39000000,4682.59854000
64,2021-01-01 16:00:00,735.39000000,737.50000000,733.01000000,735.21000000,6480.07446000
65,2021-01-01 16:15:00,735.21000000,736.70000000,734.05000000,735.42000000,7054.06442000
66,2021-01-01 16:30:00,735.42000000,737.00000000,734.65000000,736.56000000,3897.87071000
67,2021-01-01 16:45:00,736.58000000,737.73000000,735.29000000,735.83000000,4817.33246000
68,2021-01-01 17:00:00,735.76000000,736.45000000,734.16000000,735.32000000,4780.05701000
69,2021-01-01 17:15:00,735.31000000,735.94000000,733.00000000,733.67000000,4900.14549000
70,2021-01-01 17:30:00,733.72000000,733.73000000,728.78000000,730.05000000,17382.54231000
71,2021-01-01 17:45:00,730.07000000,730.11000000,726.57000000,727.94000000,13851.52024000
72,2021-01-01 18:00:00,727.94000000,731.80000000,725.78000000,730.09000000,10232.04431000
73,2021-01-01 18:15:00,730.10000000,730.46000000,725.63000000,727.06000000,9976.16942000
74,2021-01-01 18:30:00,727.02000000,728.61000000,720.59000000,720.69000000,18079.46517000
75,2021-01-01 18:45:00,720.68000000,725.00000000,714.29000000,724.60000000,28140.07465000
76,2021-01-01 19:00:00,724.57000000,724.64000000,720.95000000,722.98000000,8710.92735000
77,2021-01-01 19:15:00,723.02000000,725.29000000,721.84000000,724.03000000,6254.86491000
78,2021-01-01 19:30:00,724.00000000,726.00000000,722.27000000,725.65000000,4494.59103000
79,2021-01-01 19:45:00,725.65000000,728.28000000,725.04000000,725.34000000,7405.97533000
80,2021-01-01 20:00:00,725.34000000,728.76000000,722.50000000,726.82000000,7796.07272000
81,2021-01-01 20:15:00,726.84000000,729.16000000,725.80000000,728.42000000,5839.69436000
82,2021-01-01 20:30:00,728.42000000,728.70000000,727.01000000,727.22000000,5014.63467000
83,2021-01-01 20:45:00,727.21000000,730.71000000,726.81000000,729.48000000,3771.88943000
84,2021-01-01 21:00:00,729.48000000,730.07000000,728.33000000,728.65000000,2926.84155000
85,2021-01-01 21:15:00,728.66000000,730.35000000,728.00000000,729.79000000,3521.76677000
86,2021-01-01 21:30:00,729.79000000,730.61000000,728.00000000,728.25000000,3233.83591000
87,2021-01-01 21:45:00,728.24000000,729.38000000,726.69000000,728.23000000,4899.70893000
88,2021-01-01 22:00:00,728.23000000,730.00000000,725.65000000,729.86000000,4996.35070000
89,2021-01-01 22:15:00,729.86000000,731.97000000,728.41000000,731.66000000,4387.26140000
90,2021-01-01 22:30:00,731.58000000,731.62000000,728.32000000,728.66000000,2637.83704000
91,2021-01-01 22:45:00,728.64000000,730.08000000,727.66000000,728.90000000,2592.75439000
92,2021-01-01 23:00:00,728.97000000,730.19000000,727.92000000,729.21000000,3156.71556000
93,2021-01-01 23:15:00,729.22000000,730.25000000,727.65000000,728.72000000,2900.70361000
94,2021-01-01 23:30:00,728.78000000,730.58000000,728.30000000,728.90000000,4126.65076000
95,2021-01-01 23:45:00,728.85000000,729.20000000,727.82000000,728.91000000,3874.12058000
96,2021-01-02 00:00:00,728.91000000,730.66000000,723.98000000,727.66000000,15010.36607000
