,strategy,entry_date,out_date,enter_price,tp,sl,interval,status,change,strategy_long,message
0,nwe,2021-01-04 11:30:00,2021-01-04 14:00:00,30743.06,31665.3518,30128.1988,30m,tp,3.0,True,
1,nwe,2021-01-10 21:30:00,2021-01-11 00:30:00,38055.3,39196.959,37294.194,30m,sl,-2.0,True,
2,nwe,2021-01-11 05:30:00,2021-01-11 06:30:00,34904.73,35951.8719,34206.6354,30m,sl,-2.0,True,
3,nwe,2021-01-11 07:30:00,2021-01-11 08:00:00,34375.34,35406.6002,33687.8332,30m,tp,3.0,True,
4,nwe,2021-01-11 08:30:00,2021-01-11 11:00:00,35430.0,36492.9,34721.4,30m,sl,-2.0,True,
5,nwe,2021-01-11 17:00:00,2021-01-11 19:00:00,32609.17,33587.4451,31956.9866,30m,sl,-2.0,True,
6,nwe,2021-01-11 20:30:00,2021-01-11 21:00:00,33409.8,34412.094,32741.604,30m,tp,3.0,True,
7,nwe,2021-01-11 21:30:00,2021-01-11 23:00:00,33968.09,34987.1327,33288.7282,30m,tp,3.0,True,
8,nwe,2021-01-29 08:00:00,2021-01-29 08:30:00,32018.33,32978.8799,31377.9634,30m,tp,3.0,True,
9,nwe,2021-01-29 09:00:00,2021-01-29 10:00:00,37495.78,38620.6534,36745.8644,30m,sl,-2.0,True,
10,nwe,2021-01-29 10:30:00,2021-01-29 12:30:00,36617.23,35518.7131,37349.5746,30m,sl,-2.0,False,
11,nwe,2021-01-29 13:00:00,2021-01-29 13:30:00,37378.77,36257.4069,38126.3454,30m,sl,-2.0,False,
12,nwe,2021-01-29 14:00:00,2021-01-29 14:30:00,38113.38,36969.9786,38875.6476,30m,tp,3.0,False,
13,nwe,2021-01-29 15:00:00,2021-01-29 16:30:00,37213.3,36096.901,37957.566,30m,tp,3.0,False,
14,nwe,2021-01-29 17:00:00,2021-01-29 18:00:00,36126.6,35042.802,36849.132,30m,tp,3.0,False,
15,nwe,2021-02-08 13:00:00,2021-02-08 13:30:00,44014.99,45335.4397,43134.6902,30m,sl,-2.0,True,
16,nwe,2021-02-08 14:30:00,2021-02-08 21:30:00,43558.73,42251.9681,44429.9046,30m,sl,-2.0,False,
17,nwe,2021-02-09 08:00:00,2021-02-09 12:30:00,46969.29,45560.2113,47908.6758,30m,tp,3.0,False,
18,nwe,2021-02-11 14:30:00,2021-02-12 14:30:00,47864.81,46428.8657,48822.1062,30m,tp,3.0,False,
19,nwe,2021-02-15 03:30:00,2021-02-15 16:00:00,47120.3,48533.909,46177.894,30m,tp,3.0,True,
20,nwe,2021-02-23 10:00:00,2021-02-23 11:00:00,47909.98,49347.2794,46951.7804,30m,sl,-2.0,True,
21,nwe,2021-02-23 13:00:00,2021-02-23 14:30:00,48680.01,50140.4103,47706.4098,30m,sl,-2.0,True,
22,nwe,2021-02-23 21:00:00,2021-02-24 01:30:00,48045.96,49487.3388,47085.0408,30m,tp,3.0,True,
23,nwe,2021-04-10 06:00:00,2021-04-10 20:30:00,60639.05,58819.8785,61851.831,30m,tp,3.0,False,
24,nwe,2021-04-18 05:00:00,2021-04-18 11:30:00,55536.85,57202.9555,54426.113,30m,sl,-2.0,True,
25,nwe,2021-04-18 13:00:00,2021-04-19 00:30:00,55063.03,56714.9209,53961.7694,30m,tp,3.0,True,
26,nwe,2021-04-23 09:00:00,2021-04-23 11:00:00,48360.25,49811.0575,47393.045,30m,tp,3.0,True,
27,nwe,2021-04-26 00:30:00,2021-04-26 02:00:00,50900.0,52427.0,49882.0,30m,tp,3.0,True,
28,nwe,2021-05-05 01:00:00,2021-05-05 14:30:00,54781.43,56424.8729,53685.8014,30m,tp,3.0,True,
29,nwe,2021-05-13 01:00:00,2021-05-13 09:30:00,50324.12,51833.8436,49317.6376,30m,sl,-2.0,True,
30,nwe,2021-05-13 18:30:00,2021-05-13 19:30:00,47844.04,49279.3612,46887.1592,30m,tp,3.0,True,
31,nwe,2021-05-16 20:00:00,2021-05-16 22:00:00,44753.58,46096.1874,43858.5084,30m,tp,3.0,True,
32,nwe,2021-05-19 14:00:00,2021-05-19 14:30:00,35572.3,36639.469,34860.854,30m,tp,3.0,True,
33,nwe,2021-05-19 15:00:00,2021-05-19 15:30:00,36790.17,37893.8751,36054.3666,30m,tp,3.0,True,
34,nwe,2021-05-20 02:00:00,2021-05-20 04:00:00,37886.87,39023.4761,37129.1326,30m,tp,3.0,True,
35,nwe,2021-06-22 13:30:00,2021-06-22 14:30:00,29238.99,30116.1597,28654.2102,30m,tp,3.0,True,
36,nwe,2021-06-22 15:00:00,2021-06-22 16:00:00,31256.57,32194.2671,30631.4386,30m,tp,3.0,True,
37,nwe,2021-06-27 22:30:00,2021-06-29 07:00:00,34406.39,35438.5817,33718.2622,30m,tp,3.0,True,
38,nwe,2021-07-07 22:30:00,2021-07-08 00:30:00,34164.99,33140.0403,34848.2898,30m,tp,3.0,False,
39,nwe,2021-07-25 23:30:00,2021-07-26 00:30:00,35381.02,36442.4506,34673.3996,30m,tp,3.0,True,
40,nwe,2021-07-26 02:30:00,2021-07-26 06:00:00,38043.69,36902.3793,38804.5638,30m,sl,-2.0,False,
41,nwe,2021-07-26 07:30:00,2021-07-26 16:00:00,38150.0,37005.5,38913.0,30m,sl,-2.0,False,
42,nwe,2021-07-26 19:30:00,2021-07-26 20:00:00,39365.15,38184.1955,40152.453,30m,tp,3.0,False,
43,nwe,2021-07-26 20:30:00,2021-07-27 02:30:00,37752.53,36619.9541,38507.5806,30m,tp,3.0,False,
44,nwe,2021-07-31 01:00:00,2021-08-01 22:30:00,41744.21,40491.8837,42579.0942,30m,tp,3.0,False,
45,nwe,2021-08-05 13:30:00,2021-08-05 15:00:00,38039.23,39180.4069,37278.4454,30m,tp,3.0,True,
46,nwe,2021-09-07 07:00:00,2021-09-07 09:30:00,52301.69,50732.6393,53347.7238,30m,tp,3.0,False,
47,nwe,2021-09-07 14:30:00,2021-09-07 15:00:00,47374.1,45952.877,48321.582,30m,tp,3.0,False,
