,strategy,entry_date,out_date,enter_price,tp,sl,interval,status,change,strategy_long
0,support_and_resistant,2021-01-01 02:50:00,2021-01-01 03:40:00,37.9,38.0895,37.77367,5m,tp,0.5,True
1,support_and_resistant,2021-01-02 05:55:00,2021-01-02 06:05:00,37.6826,37.87101,37.55699,5m,sl,-0.33,True
2,support_and_resistant,2021-01-02 12:45:00,2021-01-02 12:50:00,37.5687,37.75654,37.44347,5m,tp,0.5,True
3,support_and_resistant,2021-01-02 15:25:00,2021-01-02 15:45:00,38.1057,38.29623,37.97868,5m,sl,-0.33,True
4,support_and_resistant,2021-01-03 11:20:00,2021-01-03 11:25:00,39.3097,39.50625,39.17867,5m,sl,-0.33,True
5,support_and_resistant,2021-01-03 23:25:00,2021-01-03 23:30:00,41.2846,41.49102,41.14698,5m,tp,0.5,True
6,support_and_resistant,2021-01-04 23:50:00,2021-01-04 23:55:00,40.757,40.96078,40.62114,5m,tp,0.5,True
7,support_and_resistant,2021-01-05 01:00:00,2021-01-05 01:05:00,41.1324,41.33806,40.99529,5m,sl,-0.33,True
8,support_and_resistant,2021-01-05 09:25:00,2021-01-05 10:00:00,40.2866,40.48803,40.15231,5m,sl,-0.33,True
9,support_and_resistant,2021-01-05 11:45:00,2021-01-05 11:50:00,40.3303,40.53195,40.19587,5m,tp,0.5,True
10,support_and_resistant,2021-01-05 11:55:00,2021-01-05 12:00:00,40.6367,40.83988,40.50124,5m,sl,-0.33,True
11,support_and_resistant,2021-01-05 21:25:00,2021-01-05 21:30:00,40.3998,40.6018,40.26513,5m,tp,0.5,True
12,support_and_resistant,2021-01-06 10:05:00,2021-01-06 10:20:00,41.15,41.35575,41.01283,5m,tp,0.5,True
13,support_and_resistant,2021-01-06 13:00:00,2021-01-06 13:20:00,41.8168,42.02588,41.67741,5m,tp,0.5,True
14,support_and_resistant,2021-01-07 03:05:00,2021-01-07 04:15:00,41.9619,42.17171,41.82203,5m,sl,-0.33,True
15,support_and_resistant,2021-01-07 06:30:00,2021-01-07 06:40:00,43.9587,44.17849,43.81217,5m,sl,-0.33,True
16,support_and_resistant,2021-01-07 14:25:00,2021-01-07 15:00:00,44.0847,44.30512,43.93775,5m,tp,0.5,True
17,support_and_resistant,2021-01-07 15:05:00,2021-01-07 15:10:00,44.1744,44.39527,44.02715,5m,sl,-0.33,True
18,support_and_resistant,2021-01-08 07:30:00,2021-01-08 07:45:00,42.1071,42.31764,41.96674,5m,tp,0.5,True
19,support_and_resistant,2021-01-08 09:15:00,2021-01-08 09:20:00,42.6412,42.85441,42.49906,5m,sl,-0.33,True
20,support_and_resistant,2021-01-08 09:45:00,2021-01-08 10:40:00,42.8142,43.02827,42.67149,5m,tp,0.5,True
21,support_and_resistant,2021-01-08 10:45:00,2021-01-08 10:50:00,43.4758,43.69318,43.33088,5m,sl,-0.33,True
22,support_and_resistant,2021-01-08 10:55:00,2021-01-08 11:30:00,43.3112,43.52776,43.16683,5m,sl,-0.33,True
23,support_and_resistant,2021-01-09 03:25:00,2021-01-09 03:50:00,42.9334,43.14807,42.79029,5m,sl,-0.33,True
24,support_and_resistant,2021-01-09 13:00:00,2021-01-09 13:10:00,42.8177,43.03179,42.67497,5m,tp,0.5,True
25,support_and_resistant,2021-01-09 23:40:00,2021-01-09 23:55:00,44.0009,44.2209,43.85423,5m,sl,-0.33,True
26,support_and_resistant,2021-01-11 21:00:00,2021-01-11 21:05:00,37.0087,37.19374,36.88534,5m,tp,0.5,True
