,strategy,entry_date,out_date,enter_price,tp,sl,interval,status,change,strategy_long
0,vwaps,2021-01-02 05:45:00,2021-01-02 08:00:00,29589.99,29829.66892,29431.195173307,15m,tp,0.81,True
1,vwaps,2021-01-02 08:15:00,2021-01-02 12:15:00,29722.54,29976.66772,29552.48050613403,15m,tp,0.86,True
2,vwaps,2021-01-02 13:00:00,2021-01-02 13:30:00,30757.57,31232.77446,30439.453823789925,15m,tp,1.55,True
3,vwaps,2021-01-03 07:15:00,2021-01-03 10:15:00,34487.56,35263.5301,33968.799741004645,15m,sl,-1.5,True
4,vwaps,2021-01-05 00:15:00,2021-01-05 03:30:00,32323.65,33123.66034,31789.443959938897,15m,sl,-1.65,True
5,vwaps,2021-01-05 17:00:00,2021-01-05 18:00:00,32415.6,33149.81334,31924.86825261331,15m,tp,2.27,True
6,vwaps,2021-01-06 04:30:00,2021-01-06 08:15:00,35190.98,36162.25105,34543.45929208818,15m,sl,-1.84,True
7,vwaps,2021-01-07 00:15:00,2021-01-07 12:00:00,37003.14,38052.17902,36302.12556633447,15m,tp,2.84,True
8,vwaps,2021-01-08 10:15:00,2021-01-08 10:45:00,39939.66,41018.03082,39220.21567808516,15m,tp,2.7,True
9,vwaps,2021-01-08 12:15:00,2021-01-08 15:15:00,41572.96,42919.9239,40674.628644210534,15m,sl,-2.16,True
10,vwaps,2021-01-09 12:00:00,2021-01-09 16:15:00,40788.27,41712.12432,40173.99015706115,15m,sl,-1.51,True
11,vwaps,2021-01-11 21:45:00,2021-01-12 06:00:00,33968.09,35914.46156,32669.287195069122,15m,tp,5.73,True
12,vwaps,2021-01-13 08:30:00,2021-01-13 18:30:00,34615.79,35675.03317,33910.49472167962,15m,tp,3.06,True
13,vwaps,2021-01-14 07:00:00,2021-01-14 14:00:00,38331.45,39130.66073,37797.568356687734,15m,tp,2.08,True
14,vwaps,2021-01-14 15:15:00,2021-01-14 16:45:00,39850.16,40669.08079,39304.89810783201,15m,sl,-1.37,True
15,vwaps,2021-01-14 17:30:00,2021-01-14 21:15:00,39569.47,40418.23513,39005.392798819325,15m,sl,-1.43,True
16,vwaps,2021-01-16 09:15:00,2021-01-16 18:45:00,37276.54,38171.17696,36678.25757451553,15m,sl,-1.6,True
17,vwaps,2021-01-17 17:00:00,2021-01-17 21:15:00,35886.76,36678.06306,35358.234535086,15m,tp,2.21,True
18,vwaps,2021-01-18 08:30:00,2021-01-18 12:00:00,36199.99,36846.15982,35770.77005532608,15m,tp,1.78,True
19,vwaps,2021-01-19 09:00:00,2021-01-19 18:45:00,37181.86,37851.13348,36735.082099300475,15m,sl,-1.2,True
20,vwaps,2021-01-22 11:45:00,2021-01-22 15:00:00,31710.88,32638.42324,31091.646644212506,15m,tp,2.92,True
21,vwaps,2021-01-22 19:00:00,2021-01-23 00:00:00,33247.0,34010.01865,32738.915034190726,15m,sl,-1.53,True
22,vwaps,2021-01-25 13:15:00,2021-01-25 16:00:00,34603.9,35231.96078,34185.783987356415,15m,sl,-1.21,True
23,vwaps,2021-01-26 18:00:00,2021-01-26 23:00:00,32014.1,32763.22994,31515.895607741004,15m,tp,2.34,True
24,vwaps,2021-01-28 03:15:00,2021-01-28 06:00:00,31070.27,31862.56189,30540.65464604013,15m,tp,2.55,True
25,vwaps,2021-01-28 16:00:00,2021-01-28 17:00:00,31812.65,32456.85616,31384.059606832794,15m,tp,2.02,True
26,vwaps,2021-01-28 19:15:00,2021-01-28 21:45:00,32541.14,33107.35584,32164.162849063476,15m,tp,1.74,True
27,vwaps,2021-01-29 10:30:00,2021-01-29 13:45:00,36263.84,38428.79125,34820.05786837702,15m,tp,5.97,True
28,vwaps,2021-01-30 18:00:00,2021-01-31 02:30:00,34207.9,34849.29812,33778.74679652613,15m,sl,-1.25,True
29,vwaps,2021-02-01 03:30:00,2021-02-01 06:30:00,33635.23,34250.75471,33223.49354937073,15m,tp,1.83,True
30,vwaps,2021-02-01 09:45:00,2021-02-01 12:30:00,34354.47,34988.30997,33930.83815719163,15m,sl,-1.23,True
31,vwaps,2021-02-02 07:00:00,2021-02-02 08:45:00,34192.29,34607.72632,33914.430229066995,15m,tp,1.21,True
