,strategy,entry_date,out_date,enter_price,tp,sl,interval,status,change,strategy_long
0,support_and_resistant,2021-01-01 06:25:00,2021-01-01 07:15:00,1.623,1.63112,1.61759,5m,tp,0.5,True
1,support_and_resistant,2021-01-01 10:30:00,2021-01-01 10:35:00,1.6349,1.64307,1.62945,5m,tp,0.5,True
2,support_and_resistant,2021-01-01 18:45:00,2021-01-01 18:50:00,1.7116,1.72016,1.70589,5m,tp,0.5,True
3,support_and_resistant,2021-01-01 19:05:00,2021-01-01 19:10:00,1.7842,1.79312,1.77825,5m,sl,-0.33,True
4,support_and_resistant,2021-01-01 23:05:00,2021-01-01 23:15:00,1.7987,1.80769,1.7927,5m,tp,0.5,True
5,support_and_resistant,2021-01-02 13:15:00,2021-01-02 13:20:00,1.8486,1.85784,1.84244,5m,sl,-0.33,True
6,support_and_resistant,2021-01-02 17:10:00,2021-01-02 17:15:00,1.8565,1.86578,1.85031,5m,sl,-0.33,True
7,support_and_resistant,2021-01-03 02:30:00,2021-01-03 02:35:00,1.8536,1.86287,1.84742,5m,tp,0.5,True
8,support_and_resistant,2021-01-03 03:00:00,2021-01-03 03:20:00,1.8973,1.90679,1.89098,5m,tp,0.5,True
9,support_and_resistant,2021-01-03 06:30:00,2021-01-03 06:35:00,2.0435,2.05372,2.03669,5m,tp,0.5,True
10,support_and_resistant,2021-01-03 06:45:00,2021-01-03 06:50:00,2.0804,2.0908,2.07347,5m,tp,0.5,True
11,support_and_resistant,2021-01-03 22:50:00,2021-01-03 22:55:00,2.0684,2.07874,2.06151,5m,tp,0.5,True
12,support_and_resistant,2021-01-03 23:05:00,2021-01-03 23:10:00,2.0785,2.08889,2.07157,5m,tp,0.5,True
13,support_and_resistant,2021-01-04 14:35:00,2021-01-04 14:40:00,2.1819,2.19281,2.17463,5m,tp,0.5,True
14,support_and_resistant,2021-01-04 15:20:00,2021-01-04 15:25:00,2.3157,2.32728,2.30798,5m,tp,0.5,True
15,support_and_resistant,2021-01-04 18:25:00,2021-01-04 18:30:00,2.2645,2.27582,2.25695,5m,sl,-0.33,True
16,support_and_resistant,2021-01-04 19:35:00,2021-01-04 19:40:00,2.353,2.36477,2.34516,5m,tp,0.5,True
17,support_and_resistant,2021-01-04 19:50:00,2021-01-04 19:55:00,2.3943,2.40627,2.38632,5m,tp,0.5,True
18,support_and_resistant,2021-01-06 09:55:00,2021-01-06 10:00:00,2.0344,2.04457,2.02762,5m,tp,0.5,True
19,support_and_resistant,2021-01-06 10:20:00,2021-01-06 10:30:00,2.06,2.0703,2.05313,5m,tp,0.5,True
20,support_and_resistant,2021-01-06 13:05:00,2021-01-06 13:10:00,2.16,2.1708,2.1528,5m,sl,-0.33,True
