,strategy,entry_date,out_date,enter_price,tp,sl,interval,status,change,strategy_long
0,support_and_resistant,2021-01-01 03:30:00,2021-01-01 04:40:00,745.1,748.8255,742.61633,5m,sl,-0.33,True
1,support_and_resistant,2021-01-02 02:15:00,2021-01-02 02:55:00,732.0,735.66,729.56,5m,sl,-0.33,True
2,support_and_resistant,2021-01-02 05:15:00,2021-01-02 06:40:00,731.93,735.58965,729.49023,5m,tp,0.5,True
3,support_and_resistant,2021-01-02 15:25:00,2021-01-02 15:35:00,763.65,767.46825,761.1045,5m,tp,0.5,True
4,support_and_resistant,2021-01-02 19:10:00,2021-01-02 19:30:00,782.2,786.111,779.59267,5m,tp,0.5,True
5,support_and_resistant,2021-01-03 05:30:00,2021-01-03 06:05:00,788.0,791.94,785.37333,5m,tp,0.5,True
6,support_and_resistant,2021-01-03 06:15:00,2021-01-03 06:25:00,800.93,804.93465,798.26023,5m,sl,-0.33,True
7,support_and_resistant,2021-01-03 07:05:00,2021-01-03 07:20:00,797.89,801.87945,795.23037,5m,tp,0.5,True
8,support_and_resistant,2021-01-03 16:35:00,2021-01-03 16:40:00,958.57,963.36285,955.37477,5m,tp,0.5,True
9,support_and_resistant,2021-01-03 16:45:00,2021-01-03 16:50:00,955.66,960.4383,952.47447,5m,tp,0.5,True
10,support_and_resistant,2021-01-03 20:25:00,2021-01-03 20:35:00,959.0,963.795,955.80333,5m,tp,0.5,True
11,support_and_resistant,2021-01-03 21:05:00,2021-01-03 21:15:00,941.69,946.39845,938.55103,5m,tp,0.5,True
12,support_and_resistant,2021-01-03 22:25:00,2021-01-03 22:30:00,981.12,986.0256,977.8496,5m,tp,0.5,True
13,support_and_resistant,2021-01-04 03:05:00,2021-01-04 03:15:00,980.79,985.69395,977.5207,5m,tp,0.5,True
14,support_and_resistant,2021-01-04 05:40:00,2021-01-04 05:45:00,1057.18,1062.4659,1053.65607,5m,tp,0.5,True
15,support_and_resistant,2021-01-04 14:15:00,2021-01-04 14:20:00,1016.82,1021.9041,1013.4306,5m,sl,-0.33,True
16,support_and_resistant,2021-01-04 14:30:00,2021-01-04 14:35:00,1022.46,1027.5723,1019.0518,5m,sl,-0.33,True
17,support_and_resistant,2021-01-04 14:40:00,2021-01-04 14:50:00,1023.61,1028.72805,1020.19797,5m,tp,0.5,True
18,support_and_resistant,2021-01-04 14:55:00,2021-01-04 15:00:00,1043.25,1048.46625,1039.7725,5m,sl,-0.33,True
19,support_and_resistant,2021-01-04 19:40:00,2021-01-04 19:55:00,1039.59,1044.78795,1036.1247,5m,tp,0.5,True
20,support_and_resistant,2021-01-05 00:15:00,2021-01-05 00:20:00,1091.5,1096.9575,1087.86167,5m,tp,0.5,True
21,support_and_resistant,2021-01-05 09:15:00,2021-01-05 09:20:00,1034.17,1039.34085,1030.72277,5m,tp,0.5,True
22,support_and_resistant,2021-01-05 09:25:00,2021-01-05 09:35:00,1046.18,1051.4109,1042.69273,5m,sl,-0.33,True
23,support_and_resistant,2021-01-05 15:10:00,2021-01-05 15:15:00,1039.64,1044.8382,1036.17453,5m,tp,0.5,True
24,support_and_resistant,2021-01-05 15:20:00,2021-01-05 15:25:00,1060.32,1065.6216,1056.7856,5m,sl,-0.33,True
25,support_and_resistant,2021-01-05 17:15:00,2021-01-05 17:20:00,1063.71,1069.02855,1060.1643,5m,tp,0.5,True
26,support_and_resistant,2021-01-05 17:50:00,2021-01-05 17:55:00,1072.66,1078.0233,1069.08447,5m,tp,0.5,True
27,support_and_resistant,2021-01-05 20:45:00,2021-01-05 20:50:00,1090.49,1095.94245,1086.85503,5m,tp,0.5,True
28,support_and_resistant,2021-01-05 20:55:00,2021-01-05 21:00:00,1098.99,1104.48495,1095.3267,5m,sl,-0.33,True
29,support_and_resistant,2021-01-06 04:25:00,2021-01-06 04:30:00,1127.16,1132.7958,1123.4028,5m,tp,0.5,True
30,support_and_resistant,2021-01-06 04:40:00,2021-01-06 04:55:00,1118.73,1124.32365,1115.0009,5m,tp,0.5,True
31,support_and_resistant,2021-01-06 10:25:00,2021-01-06 10:30:00,1105.38,1110.9069,1101.6954,5m,tp,0.5,True
32,support_and_resistant,2021-01-06 10:35:00,2021-01-06 11:00:00,1113.96,1119.5298,1110.2468,5m,tp,0.5,True
33,support_and_resistant,2021-01-06 17:55:00,2021-01-06 18:00:00,1192.25,1198.21125,1188.27583,5m,tp,0.5,True
34,support_and_resistant,2021-01-06 18:15:00,2021-01-06 18:25:00,1194.94,1200.9147,1190.95687,5m,sl,-0.33,True
35,support_and_resistant,2021-01-07 00:00:00,2021-01-07 00:05:00,1205.46,1211.4873,1201.4418,5m,sl,-0.33,True
36,support_and_resistant,2021-01-07 11:50:00,2021-01-07 11:55:00,1194.26,1200.2313,1190.27913,5m,tp,0.5,True
37,support_and_resistant,2021-01-07 21:30:00,2021-01-07 21:40:00,1263.2,1269.516,1258.98933,5m,sl,-0.33,True
38,support_and_resistant,2021-01-08 07:10:00,2021-01-08 07:15:00,1170.94,1176.7947,1167.03687,5m,tp,0.5,True
39,support_and_resistant,2021-01-08 07:30:00,2021-01-08 07:35:00,1193.8,1199.769,1189.82067,5m,tp,0.5,True
40,support_and_resistant,2021-01-08 09:45:00,2021-01-08 09:50:00,1200.34,1206.3417,1196.33887,5m,tp,0.5,True
41,support_and_resistant,2021-01-08 22:45:00,2021-01-08 22:50:00,1218.0,1224.09,1213.94,5m,sl,-0.33,True
42,support_and_resistant,2021-01-08 23:35:00,2021-01-08 23:40:00,1220.84,1226.9442,1216.77053,5m,sl,-0.33,True
43,support_and_resistant,2021-01-08 23:50:00,2021-01-09 00:00:00,1218.1,1224.1905,1214.03967,5m,tp,0.5,True
44,support_and_resistant,2021-01-09 03:25:00,2021-01-09 03:30:00,1221.2,1227.306,1217.12933,5m,tp,0.5,True
45,support_and_resistant,2021-01-09 03:45:00,2021-01-09 03:50:00,1217.61,1223.69805,1213.5513,5m,tp,0.5,True
46,support_and_resistant,2021-01-09 03:55:00,2021-01-09 04:00:00,1226.53,1232.66265,1222.44157,5m,sl,-0.33,True
47,support_and_resistant,2021-01-09 04:10:00,2021-01-09 04:15:00,1214.6,1220.673,1210.55133,5m,sl,-0.33,True
48,support_and_resistant,2021-01-09 09:00:00,2021-01-09 09:15:00,1220.37,1226.47185,1216.3021,5m,sl,-0.33,True
49,support_and_resistant,2021-01-09 11:00:00,2021-01-09 11:05:00,1222.44,1228.5522,1218.3652,5m,sl,-0.33,True
50,support_and_resistant,2021-01-09 11:15:00,2021-01-09 11:25:00,1222.14,1228.2507,1218.0662,5m,tp,0.5,True
51,support_and_resistant,2021-01-09 11:30:00,2021-01-09 11:35:00,1226.4,1232.532,1222.312,5m,tp,0.5,True
52,support_and_resistant,2021-01-09 17:30:00,2021-01-09 18:00:00,1220.19,1226.29095,1216.1227,5m,tp,0.5,True
53,support_and_resistant,2021-01-09 18:05:00,2021-01-09 18:45:00,1228.16,1234.3008,1224.06613,5m,sl,-0.33,True
54,support_and_resistant,2021-01-09 21:10:00,2021-01-09 21:20:00,1280.51,1286.91255,1276.24163,5m,tp,0.5,True
55,support_and_resistant,2021-01-09 21:50:00,2021-01-09 21:55:00,1292.43,1298.89215,1288.1219,5m,sl,-0.33,True
56,support_and_resistant,2021-01-10 07:00:00,2021-01-10 07:45:00,1326.01,1332.64005,1321.58997,5m,tp,0.5,True
57,support_and_resistant,2021-01-11 10:10:00,2021-01-11 10:15:00,1145.13,1150.85565,1141.3129,5m,sl,-0.33,True
58,support_and_resistant,2021-01-13 06:30:00,2021-01-13 06:40:00,1037.12,1042.3056,1033.66293,5m,tp,0.5,True
59,support_and_resistant,2021-01-13 06:45:00,2021-01-13 06:50:00,1052.82,1058.0841,1049.3106,5m,sl,-0.33,True
60,support_and_resistant,2021-01-13 21:55:00,2021-01-13 22:00:00,1126.84,1132.4742,1123.08387,5m,tp,0.5,True
61,support_and_resistant,2021-01-14 00:15:00,2021-01-14 00:20:00,1137.69,1143.37845,1133.8977,5m,tp,0.5,True
62,support_and_resistant,2021-01-14 10:20:00,2021-01-14 10:25:00,1166.6,1172.433,1162.71133,5m,sl,-0.33,True
63,support_and_resistant,2021-01-14 10:50:00,2021-01-14 10:55:00,1160.69,1166.49345,1156.82103,5m,tp,0.5,True
64,support_and_resistant,2021-01-14 12:50:00,2021-01-14 13:00:00,1168.66,1174.5033,1164.76447,5m,tp,0.5,True
65,support_and_resistant,2021-01-14 13:25:00,2021-01-14 13:30:00,1185.78,1191.7089,1181.8274,5m,sl,-0.33,True
66,support_and_resistant,2021-01-14 13:50:00,2021-01-14 13:55:00,1189.26,1195.2063,1185.2958,5m,tp,0.5,True
67,support_and_resistant,2021-01-14 23:50:00,2021-01-14 23:55:00,1219.35,1225.44675,1215.2855,5m,tp,0.5,True
68,support_and_resistant,2021-01-15 00:00:00,2021-01-15 00:05:00,1238.97,1245.16485,1234.8401,5m,tp,0.5,True
69,support_and_resistant,2021-01-16 00:10:00,2021-01-16 00:35:00,1193.65,1199.61825,1189.67117,5m,sl,-0.33,True
70,support_and_resistant,2021-01-16 09:20:00,2021-01-16 10:00:00,1210.08,1216.1304,1206.0464,5m,tp,0.5,True
71,support_and_resistant,2021-01-16 10:05:00,2021-01-16 10:20:00,1221.64,1227.7482,1217.56787,5m,sl,-0.33,True
72,support_and_resistant,2021-01-16 13:15:00,2021-01-16 13:20:00,1230.05,1236.20025,1225.94983,5m,tp,0.5,True
73,support_and_resistant,2021-01-16 13:35:00,2021-01-16 13:45:00,1232.48,1238.6424,1228.37173,5m,tp,0.5,True
74,support_and_resistant,2021-01-16 15:00:00,2021-01-16 15:30:00,1236.8,1242.984,1232.67733,5m,tp,0.5,True
75,support_and_resistant,2021-01-16 15:45:00,2021-01-16 15:55:00,1269.08,1275.4254,1264.84973,5m,tp,0.5,True
76,support_and_resistant,2021-01-17 11:00:00,2021-01-17 11:10:00,1208.82,1214.8641,1204.7906,5m,tp,0.5,True
77,support_and_resistant,2021-01-17 11:15:00,2021-01-17 11:30:00,1205.65,1211.67825,1201.63117,5m,tp,0.5,True
78,support_and_resistant,2021-01-17 11:45:00,2021-01-17 12:00:00,1222.71,1228.82355,1218.6343,5m,sl,-0.33,True
79,support_and_resistant,2021-01-18 07:45:00,2021-01-18 08:15:00,1218.18,1224.2709,1214.1194,5m,tp,0.5,True
80,support_and_resistant,2021-01-18 08:20:00,2021-01-18 08:30:00,1223.59,1229.70795,1219.51137,5m,sl,-0.33,True
81,support_and_resistant,2021-01-18 09:00:00,2021-01-18 09:10:00,1224.21,1230.33105,1220.1293,5m,tp,0.5,True
82,support_and_resistant,2021-01-18 12:15:00,2021-01-18 12:25:00,1248.46,1254.7023,1244.29847,5m,sl,-0.33,True
83,support_and_resistant,2021-01-19 00:15:00,2021-01-19 00:55:00,1258.24,1264.5312,1254.04587,5m,tp,0.5,True
84,support_and_resistant,2021-01-19 01:10:00,2021-01-19 01:15:00,1271.65,1278.00825,1267.41117,5m,tp,0.5,True
85,support_and_resistant,2021-01-19 01:25:00,2021-01-19 01:30:00,1304.5,1311.0225,1300.15167,5m,tp,0.5,True
86,support_and_resistant,2021-01-19 08:30:00,2021-01-19 08:55:00,1381.17,1388.07585,1376.5661,5m,sl,-0.33,True
87,support_and_resistant,2021-01-19 09:05:00,2021-01-19 09:10:00,1378.5,1385.3925,1373.905,5m,sl,-0.33,True
88,support_and_resistant,2021-01-19 09:20:00,2021-01-19 09:35:00,1375.36,1382.2368,1370.77547,5m,tp,0.5,True
89,support_and_resistant,2021-01-19 09:40:00,2021-01-19 09:50:00,1390.45,1397.40225,1385.81517,5m,sl,-0.33,True
90,support_and_resistant,2021-01-19 11:50:00,2021-01-19 12:00:00,1426.95,1434.08475,1422.1935,5m,tp,0.5,True
91,support_and_resistant,2021-01-19 16:10:00,2021-01-19 16:25:00,1430.08,1437.2304,1425.31307,5m,sl,-0.33,True
92,support_and_resistant,2021-01-20 14:35:00,2021-01-20 14:40:00,1303.82,1310.3391,1299.47393,5m,tp,0.5,True
