,strategy,entry_date,out_date,enter_price,tp,sl,interval,status,change,strategy_long
0,nwe,2021-01-01 18:25:00,2021-01-01 19:05:00,1.7348,1.6674,1.7797241164499031,5m,sl,-2.59,False
1,nwe,2021-01-03 11:40:00,2021-01-03 13:15:00,2.3015,2.2,2.3692213278555805,5m,tp,4.41,False
2,nwe,2021-01-04 10:30:00,2021-01-04 12:25:00,1.9597,2.08963,1.8729910167996824,5m,tp,6.63,True
3,nwe,2021-01-04 15:40:00,2021-01-04 16:05:00,2.27,2.19441,2.3204884763837095,5m,tp,3.33,False
4,nwe,2021-01-04 20:15:00,2021-01-04 20:30:00,2.4252,2.32916,2.4891078963758586,5m,tp,3.96,False
5,nwe,2021-01-04 21:55:00,2021-01-04 22:30:00,2.2302,2.31283,2.1750665366841577,5m,tp,3.71,True
6,nwe,2021-01-07 00:00:00,2021-01-07 00:20:00,1.9321,1.98716,1.8953440735712295,5m,tp,2.85,True
7,nwe,2021-01-07 00:45:00,2021-01-07 01:15:00,2.3255,2.16434,2.4329687932442168,5m,tp,6.93,False
8,nwe,2021-01-07 08:30:00,2021-01-07 08:50:00,2.0561,2.13228,2.005367326196309,5m,tp,3.71,True
9,nwe,2021-01-07 12:55:00,2021-01-07 13:30:00,2.5402,2.36378,2.6577383457770076,5m,tp,6.95,False
10,nwe,2021-01-07 18:55:00,2021-01-07 19:20:00,2.2477,2.34547,2.1824349033761066,5m,tp,4.35,True
11,nwe,2021-01-08 10:20:00,2021-01-08 10:50:00,3.1833,2.96317,3.3300493871401904,5m,tp,6.92,False
12,nwe,2021-01-08 12:45:00,2021-01-08 15:15:00,3.6097,3.32489,3.7996443563315467,5m,tp,7.89,False
13,nwe,2021-01-09 17:00:00,2021-01-09 17:05:00,3.0134,3.0803,2.9687095587078045,5m,tp,2.22,True
14,nwe,2021-01-09 17:10:00,2021-01-09 17:15:00,3.0925,3.17321,3.0386360480694843,5m,tp,2.61,True
15,nwe,2021-01-10 11:35:00,2021-01-10 13:10:00,3.2551,3.3884,3.166228355091841,5m,tp,4.1,True
16,nwe,2021-01-12 18:25:00,2021-01-12 19:15:00,3.8472,3.69658,3.9474936402146823,5m,tp,3.92,False
17,nwe,2021-01-13 03:55:00,2021-01-13 04:15:00,3.5128,3.44325,3.5591243756611934,5m,tp,1.98,False
18,nwe,2021-01-14 18:10:00,2021-01-14 18:45:00,3.2073,3.28861,3.1530577843659398,5m,tp,2.54,True
19,nwe,2021-01-15 16:10:00,2021-01-15 16:30:00,3.0688,3.16593,3.0040916627966245,5m,tp,3.17,True
20,nwe,2021-01-17 04:20:00,2021-01-17 04:40:00,3.7204,3.62441,3.7844511390259243,5m,tp,2.58,False
21,nwe,2021-01-19 03:45:00,2021-01-19 04:40:00,3.9837,3.90662,4.035149219028257,5m,tp,1.93,False
22,nwe,2021-01-20 13:30:00,2021-01-20 13:40:00,3.3967,3.45071,3.360657543436857,5m,tp,1.59,True
23,nwe,2021-01-22 00:45:00,2021-01-22 00:55:00,2.7971,2.88227,2.7404180581439808,5m,sl,-2.03,True
24,nwe,2021-01-22 01:10:00,2021-01-22 01:20:00,2.6029,2.69973,2.538245949255617,5m,sl,-2.48,True
25,nwe,2021-01-22 01:25:00,2021-01-22 01:40:00,2.587,2.69216,2.5169632654936556,5m,tp,4.06,True
26,nwe,2021-01-22 01:45:00,2021-01-22 01:55:00,2.7875,2.90165,2.711441323296655,5m,tp,4.1,True
27,nwe,2021-01-22 04:05:00,2021-01-22 04:25:00,3.1753,3.08099,3.2381310071109,5m,tp,2.97,False
28,nwe,2021-01-26 12:20:00,2021-01-26 12:50:00,3.9579,3.85638,4.025698775589117,5m,tp,2.56,False
29,nwe,2021-01-27 14:50:00,2021-01-27 15:00:00,3.5731,3.65457,3.518628016297367,5m,tp,2.28,True
30,nwe,2021-01-27 15:05:00,2021-01-27 22:25:00,3.6798,3.76977,3.61991621785908,5m,tp,2.44,True
31,nwe,2021-01-31 09:25:00,2021-01-31 09:50:00,4.7497,4.64782,4.817613423364861,5m,tp,2.14,False
32,nwe,2021-01-31 15:45:00,2021-01-31 16:25:00,4.1817,4.27202,4.12137553827609,5m,tp,2.16,True
33,nwe,2021-02-02 02:15:00,2021-02-02 02:25:00,4.5122,4.57176,4.472683623731636,5m,tp,1.32,True
34,nwe,2021-02-02 03:20:00,2021-02-02 03:45:00,4.8935,4.79367,4.960169776626142,5m,tp,2.04,False
35,nwe,2021-02-02 08:55:00,2021-02-02 09:10:00,5.266,5.12856,5.357881121793625,5m,tp,2.61,False
36,nwe,2021-02-03 15:35:00,2021-02-03 15:55:00,5.4819,5.36925,5.556738526940427,5m,sl,-1.37,False
37,nwe,2021-02-03 16:10:00,2021-02-03 20:25:00,5.5456,5.42332,5.6272912190076365,5m,sl,-1.47,False
38,nwe,2021-02-04 09:20:00,2021-02-04 10:00:00,5.6494,5.75278,5.580555172087954,5m,tp,1.83,True
39,nwe,2021-02-04 15:35:00,2021-02-04 17:20:00,5.7008,5.79828,5.635840901732277,5m,tp,1.71,True
40,nwe,2021-02-05 16:45:00,2021-02-05 17:10:00,7.0071,6.88307,7.089809317395619,5m,tp,1.77,False
41,nwe,2021-02-06 01:00:00,2021-02-06 01:25:00,6.7311,6.63619,6.7944581819403576,5m,tp,1.41,False
42,nwe,2021-02-06 02:00:00,2021-02-06 03:20:00,6.2305,6.43517,6.094283751382489,5m,sl,-2.19,True
43,nwe,2021-02-07 09:20:00,2021-02-07 09:35:00,6.5158,6.37213,6.611774401501133,5m,tp,2.2,False
44,nwe,2021-02-07 16:30:00,2021-02-07 18:30:00,6.2924,6.51232,6.145768712117952,5m,tp,3.5,True
45,nwe,2021-02-08 04:30:00,2021-02-08 06:00:00,6.9364,6.80322,7.025097725169614,5m,sl,-1.28,False
46,nwe,2021-02-08 13:40:00,2021-02-08 14:30:00,7.2839,7.48821,7.147564377803602,5m,tp,2.8,True
47,nwe,2021-02-09 09:00:00,2021-02-09 09:20:00,8.2048,8.03865,8.315339379836136,5m,tp,2.03,False
48,nwe,2021-02-10 12:55:00,2021-02-10 15:30:00,7.9191,8.18399,7.7428912986535705,5m,sl,-2.23,True
49,nwe,2021-02-12 03:50:00,2021-02-12 04:10:00,9.4759,9.29254,9.598274771828628,5m,tp,1.94,False
50,nwe,2021-02-12 15:00:00,2021-02-12 16:45:00,9.4881,9.70301,9.344928775761339,5m,tp,2.27,True
51,nwe,2021-02-13 11:05:00,2021-02-13 11:20:00,8.7722,8.92484,8.670469320053437,5m,tp,1.74,True
52,nwe,2021-02-14 01:10:00,2021-02-14 01:20:00,8.5864,8.68428,8.52097253626868,5m,tp,1.14,True
53,nwe,2021-02-14 01:25:00,2021-02-14 02:15:00,8.9881,9.15798,8.874899020474594,5m,tp,1.89,True
54,nwe,2021-02-15 02:35:00,2021-02-15 03:20:00,7.8809,8.09841,7.735686547217588,5m,tp,2.76,True
55,nwe,2021-02-15 22:20:00,2021-02-16 00:10:00,8.8105,8.97702,8.699300197452452,5m,sl,-1.26,True
56,nwe,2021-02-16 00:50:00,2021-02-16 03:05:00,8.7698,8.9316,8.662168572357743,5m,tp,1.84,True
57,nwe,2021-02-16 17:10:00,2021-02-16 18:10:00,8.2097,8.36363,8.106722516271033,5m,sl,-1.25,True
58,nwe,2021-02-18 15:05:00,2021-02-18 15:15:00,9.0909,8.93545,9.194402834615513,5m,sl,-1.14,False
59,nwe,2021-02-18 15:20:00,2021-02-18 17:30:00,9.1627,8.99365,9.275306952496457,5m,tp,1.84,False
60,nwe,2021-02-19 14:50:00,2021-02-19 15:30:00,11.2391,10.74008,11.572152972595996,5m,tp,4.44,False
61,nwe,2021-02-20 00:20:00,2021-02-20 00:40:00,11.5346,11.31487,11.68165683743974,5m,tp,1.9,False
62,nwe,2021-02-20 15:35:00,2021-02-20 16:35:00,10.1562,10.42128,9.97950024606603,5m,tp,2.61,True
63,nwe,2021-02-21 18:20:00,2021-02-21 19:40:00,11.5761,11.30522,11.75641734652684,5m,tp,2.34,False
64,nwe,2021-02-22 19:50:00,2021-02-22 23:40:00,13.412,12.62337,13.938178167564567,5m,sl,-3.92,False
65,nwe,2021-02-23 09:20:00,2021-02-23 10:05:00,12.2538,12.88058,11.835354002937322,5m,tp,5.11,True
66,nwe,2021-02-23 11:20:00,2021-02-23 11:45:00,13.9974,13.03368,14.639720558736252,5m,tp,6.88,False
67,nwe,2021-02-24 18:45:00,2021-02-24 20:30:00,17.6472,17.18926,17.952690854248907,5m,tp,2.59,False
68,nwe,2021-03-02 19:25:00,2021-03-02 23:40:00,13.6887,13.94742,13.516345786336368,5m,tp,1.89,True
69,nwe,2021-03-03 19:10:00,2021-03-03 19:15:00,14.5337,14.32223,14.675178026358582,5m,tp,1.46,False
70,nwe,2021-03-05 00:05:00,2021-03-05 00:20:00,12.9298,12.77464,13.03383369347717,5m,tp,1.2,False
71,nwe,2021-03-09 13:05:00,2021-03-09 13:40:00,14.1579,14.31505,14.053310789780582,5m,tp,1.11,True
72,nwe,2021-03-10 01:15:00,2021-03-10 01:35:00,15.0993,14.94755,15.200151393006042,5m,tp,1.01,False
73,nwe,2021-03-10 01:40:00,2021-03-10 01:45:00,14.5963,14.37079,14.746462815090796,5m,tp,1.54,False
74,nwe,2021-03-10 02:20:00,2021-03-10 08:05:00,14.2673,14.57333,14.063646794800391,5m,tp,2.14,True
75,nwe,2021-03-10 11:20:00,2021-03-10 13:55:00,14.6807,14.87008,14.554217872324896,5m,tp,1.29,True
76,nwe,2021-03-10 21:15:00,2021-03-10 22:00:00,14.1966,14.39251,14.065835287594192,5m,tp,1.38,True
77,nwe,2021-03-11 18:15:00,2021-03-11 18:40:00,15.6913,15.25822,15.979435888863039,5m,sl,-1.84,False
78,nwe,2021-03-16 01:35:00,2021-03-16 05:05:00,13.5889,13.80293,13.445543322473789,5m,sl,-1.05,True
79,nwe,2021-03-17 10:00:00,2021-03-17 12:35:00,13.2287,13.40729,13.109610013249656,5m,tp,1.35,True
